Training Log
Start Time: 2025-10-15 21:00:04
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 21:00:04,0.0,0.0,0.0,0.0
16,-432.390625,2025-10-15 21:00:09,-1.0300099849700928,-0.15190723538398743,-0.10934846103191376,-0.048073455691337585
17,-207.977875,2025-10-15 21:00:13,-0.9284927845001221,-0.14000897109508514,-0.1003897562623024,-0.04543287679553032
17,-366.534027,2025-10-15 21:00:16,-1.1168289184570312,-0.18911121785640717,-0.09536327421665192,-0.049971163272857666
16,-289.054596,2025-10-15 21:00:20,-0.9402821660041809,-0.18165013194084167,-0.08280684053897858,-0.04254505783319473
16,-369.668549,2025-10-15 21:00:23,-0.629257082939148,-0.14355185627937317,-0.03388151526451111,-0.019928624853491783
16,-342.030304,2025-10-15 21:00:28,-0.6954654455184937,-0.14427953958511353,-0.07200710475444794,-0.034386828541755676
16,-134.683990,2025-10-15 21:00:30,-0.7274949550628662,-0.13024652004241943,-0.07972222566604614,-0.037349313497543335
17,-489.461578,2025-10-15 21:00:34,-0.7561492919921875,-0.15035714209079742,-0.08011661469936371,-0.042089786380529404
18,-519.999878,2025-10-15 21:00:39,-0.7564270496368408,-0.14156889915466309,-0.10720957815647125,-0.045315228402614594
17,-450.955933,2025-10-15 21:00:43,-0.6389176845550537,-0.13075566291809082,-0.0854533314704895,-0.04197276383638382
17,-303.384369,2025-10-15 21:00:47,-0.6790642142295837,-0.13432209193706512,-0.11493946611881256,-0.05217815190553665
16,-357.017273,2025-10-15 21:00:51,-0.5465667247772217,-0.13760867714881897,-0.06396325677633286,-0.03136784955859184
16,-325.651337,2025-10-15 21:00:55,-0.7088311910629272,-0.12079103291034698,-0.04061358422040939,-0.022457066923379898
17,-285.799835,2025-10-15 21:00:58,-0.8123893737792969,-0.14976072311401367,-0.0724048987030983,-0.035857561975717545
18,-540.225952,2025-10-15 21:01:03,-0.4309850335121155,-0.1113635003566742,-0.04658825322985649,-0.022496402263641357
16,-233.860291,2025-10-15 21:01:06,-0.42719024419784546,-0.099332295358181,-0.030057314783334732,-0.019466616213321686
18,-323.557373,2025-10-15 21:01:10,-0.5083932876586914,-0.1198934018611908,-0.03425236791372299,-0.024771809577941895
17,-176.789658,2025-10-15 21:01:13,-0.49632328748703003,-0.12506555020809174,-0.058715417981147766,-0.032638199627399445
20,-340.000641,2025-10-15 21:01:17,-0.4505980312824249,-0.11538349092006683,-0.027921751141548157,-0.01989578641951084
18,-542.071960,2025-10-15 21:01:22,-0.6646156311035156,-0.14732448756694794,-0.07879483699798584,-0.04330474138259888
18,-348.082550,2025-10-15 21:01:26,-0.5540972948074341,-0.11878728866577148,-0.057376690208911896,-0.02781837061047554
18,-269.804108,2025-10-15 21:01:30,-0.4981280267238617,-0.13095276057720184,-0.049253255128860474,-0.026890680193901062
17,-276.936768,2025-10-15 21:01:33,-0.5649213790893555,-0.1197282150387764,-0.09226082265377045,-0.039186831563711166
17,-236.095642,2025-10-15 21:01:37,-0.33064156770706177,-0.10125355422496796,-0.026408353820443153,-0.01690559834241867
17,-405.495667,2025-10-15 21:01:41,-0.311272531747818,-0.07883632183074951,-0.04314013570547104,-0.023937195539474487
16,-253.922546,2025-10-15 21:01:44,-0.3345215320587158,-0.08330164849758148,-0.0317973755300045,-0.02155512198805809
17,-289.233154,2025-10-15 21:01:48,-0.36982256174087524,-0.10987009108066559,-0.05926535278558731,-0.03262966498732567
16,-272.607819,2025-10-15 21:01:52,-0.19811636209487915,-0.058663249015808105,-0.04419161379337311,-0.0271135326474905
16,-290.127350,2025-10-15 21:01:55,-0.30855634808540344,-0.0761624351143837,-0.028734246268868446,-0.01909738965332508
16,-257.365387,2025-10-15 21:01:59,-0.5083224773406982,-0.12164371460676193,-0.07513542473316193,-0.04080774635076523
16,-250.365341,2025-10-15 21:02:02,-0.6731238961219788,-0.13305647671222687,-0.10163399577140808,-0.056069932878017426
16,-263.103455,2025-10-15 21:02:05,-0.6046796441078186,-0.1418193131685257,-0.06647276133298874,-0.04025938734412193
16,-293.722137,2025-10-15 21:02:08,-0.6388726830482483,-0.15025560557842255,-0.08570845425128937,-0.0493311882019043
