Training Log
Start Time: 2025-10-15 20:03:28
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 20:03:28,0.0,0.0,0.0,0.0
16,-332.800354,2025-10-15 20:03:32,-0.5893524289131165,-0.12697653472423553,-0.08259664475917816,-0.04209732264280319
18,-217.861938,2025-10-15 20:03:34,-0.4526106119155884,-0.10418760776519775,-0.057735417038202286,-0.03174016624689102
18,-248.951324,2025-10-15 20:03:37,-0.27438145875930786,-0.0747603178024292,-0.04167238250374794,-0.023972082883119583
22,-316.504272,2025-10-15 20:03:40,-0.33103877305984497,-0.09969085454940796,-0.03489317372441292,-0.021127087995409966
17,-275.707153,2025-10-15 20:03:43,-0.3627302944660187,-0.11345352232456207,-0.03872237354516983,-0.028023814782500267
17,-259.954285,2025-10-15 20:03:45,-0.4828958213329315,-0.1320645660161972,-0.04976312816143036,-0.03364253044128418
18,-195.291702,2025-10-15 20:03:47,-0.22266998887062073,-0.08048968017101288,-0.03731732815504074,-0.0294613279402256
17,-207.263947,2025-10-15 20:03:50,-0.4249856472015381,-0.11327390372753143,-0.061637114733457565,-0.03842395171523094
20,-173.062103,2025-10-15 20:03:52,-0.2567083239555359,-0.08510053902864456,-0.029600294306874275,-0.02490612305700779
22,-286.091980,2025-10-15 20:03:55,-0.25848647952079773,-0.07876543700695038,-0.028481338173151016,-0.023427076637744904
22,-152.318634,2025-10-15 20:03:57,-0.19767503440380096,-0.0754656046628952,-0.05078509822487831,-0.038431983441114426
24,-148.390228,2025-10-15 20:04:00,-0.17717695236206055,-0.07170415669679642,-0.039419855922460556,-0.03481590375304222
23,-178.497879,2025-10-15 20:04:02,-0.18697914481163025,-0.07356272637844086,-0.047001976519823074,-0.0393344908952713
20,-229.994751,2025-10-15 20:04:04,-0.16559089720249176,-0.06116683781147003,-0.04659920558333397,-0.03571026772260666
19,-169.311600,2025-10-15 20:04:06,-0.21453732252120972,-0.07682158797979355,-0.04355815798044205,-0.0318477526307106
22,-190.433319,2025-10-15 20:04:09,-0.24437251687049866,-0.0860874354839325,-0.049752917140722275,-0.03566610813140869
18,-209.564423,2025-10-15 20:04:12,-0.2123786360025406,-0.08067037165164948,-0.03354434669017792,-0.027931898832321167
20,-191.573334,2025-10-15 20:04:14,-0.27325257658958435,-0.08313919603824615,-0.0483703650534153,-0.03270566090941429
20,-260.964539,2025-10-15 20:04:16,-0.35946550965309143,-0.10878333449363708,-0.10173817723989487,-0.06428702920675278
24,-258.952484,2025-10-15 20:04:19,-0.32005923986434937,-0.10787861049175262,-0.08225113898515701,-0.055125556886196136
22,-135.294098,2025-10-15 20:04:21,-0.17988371849060059,-0.07293561100959778,-0.030781235545873642,-0.024550028145313263
20,-207.135925,2025-10-15 20:04:23,-0.26287516951560974,-0.09690561890602112,-0.038386862725019455,-0.028115957975387573
22,-227.152618,2025-10-15 20:04:25,-0.2912231981754303,-0.10149659216403961,-0.05158334970474243,-0.03788603097200394
22,-159.130539,2025-10-15 20:04:28,-0.23814499378204346,-0.10150737315416336,-0.052052922546863556,-0.04172487556934357
23,-186.926788,2025-10-15 20:04:30,-0.2576099634170532,-0.10638409852981567,-0.05778435617685318,-0.041099078953266144
24,-288.412201,2025-10-15 20:04:33,-0.27405714988708496,-0.090975821018219,-0.02318793348968029,-0.01950058899819851
23,-235.234375,2025-10-15 20:04:36,-0.2904130518436432,-0.08747537434101105,-0.0684318095445633,-0.0453973188996315
