Training Log
Start Time: 2025-10-09 01:45:39
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
--------------------------------------------------
Current_Step,Max_Reward,Timestamp
0,0.000000,2025-10-09 01:45:39
176,0.999823,2025-10-09 01:45:42
168,0.955572,2025-10-09 01:45:44
176,0.993813,2025-10-09 01:45:44
176,0.991926,2025-10-09 01:45:46
175,0.989682,2025-10-09 01:45:46
176,0.994354,2025-10-09 01:45:46
176,0.990518,2025-10-09 01:45:48
176,0.991867,2025-10-09 01:45:48
176,0.995353,2025-10-09 01:45:48
176,0.993885,2025-10-09 01:45:50
176,0.992659,2025-10-09 01:45:50
176,0.994439,2025-10-09 01:45:50
176,0.992218,2025-10-09 01:45:52
176,0.991912,2025-10-09 01:45:53
176,0.993594,2025-10-09 01:45:53
176,0.992925,2025-10-09 01:45:54
176,0.990931,2025-10-09 01:45:54
176,0.995230,2025-10-09 01:45:54
168,0.954381,2025-10-09 01:45:57
176,0.992342,2025-10-09 01:45:57
176,0.992552,2025-10-09 01:45:57
176,0.994545,2025-10-09 01:45:57
176,0.990447,2025-10-09 01:45:59
175,0.988161,2025-10-09 01:45:59
176,0.992787,2025-10-09 01:45:59
176,0.991785,2025-10-09 01:45:59
176,0.993909,2025-10-09 01:45:59
176,0.992451,2025-10-09 01:46:01
174,0.983196,2025-10-09 01:46:01
176,0.992585,2025-10-09 01:46:01
176,0.991603,2025-10-09 01:46:01
176,0.994241,2025-10-09 01:46:01
176,0.992734,2025-10-09 01:46:03
176,0.992276,2025-10-09 01:46:03
176,0.992676,2025-10-09 01:46:03
176,0.994964,2025-10-09 01:46:03
176,0.993415,2025-10-09 01:46:05
176,0.991658,2025-10-09 01:46:05
176,0.992912,2025-10-09 01:46:05
168,0.955734,2025-10-09 01:46:05
176,0.993907,2025-10-09 01:46:06
176,0.994843,2025-10-09 01:46:07
176,0.991817,2025-10-09 01:46:07
176,0.993432,2025-10-09 01:46:07
176,0.991644,2025-10-09 01:46:07
176,0.994306,2025-10-09 01:46:08
176,0.993165,2025-10-09 01:46:09
176,0.993619,2025-10-09 01:46:09
176,0.993806,2025-10-09 01:46:09
176,0.990864,2025-10-09 01:46:09
176,0.995337,2025-10-09 01:46:10
176,0.994437,2025-10-09 01:46:12
176,0.992818,2025-10-09 01:46:12
176,0.993402,2025-10-09 01:46:12
176,0.992669,2025-10-09 01:46:12
176,0.994856,2025-10-09 01:46:12
176,0.993452,2025-10-09 01:46:14
176,0.993654,2025-10-09 01:46:14
176,0.994843,2025-10-09 01:46:14
176,0.992303,2025-10-09 01:46:14
176,0.994459,2025-10-09 01:46:14
176,0.993598,2025-10-09 01:46:16
176,0.995379,2025-10-09 01:46:16
176,0.993114,2025-10-09 01:46:16
176,0.993260,2025-10-09 01:46:16
176,0.995586,2025-10-09 01:46:16
176,0.994019,2025-10-09 01:46:18
176,0.993346,2025-10-09 01:46:18
176,0.993744,2025-10-09 01:46:18
176,0.994442,2025-10-09 01:46:18
176,0.997089,2025-10-09 01:46:18
184,1.034766,2025-10-09 01:46:19
173,0.978061,2025-10-09 01:46:20
176,0.992188,2025-10-09 01:46:20
176,0.993755,2025-10-09 01:46:20
176,0.994994,2025-10-09 01:46:20
176,0.994455,2025-10-09 01:46:21
176,0.992442,2025-10-09 01:46:21
176,0.993156,2025-10-09 01:46:22
176,0.993073,2025-10-09 01:46:22
176,0.993649,2025-10-09 01:46:22
176,0.993033,2025-10-09 01:46:22
176,0.993930,2025-10-09 01:46:23
176,0.992137,2025-10-09 01:46:23
176,0.993612,2025-10-09 01:46:24
176,0.993066,2025-10-09 01:46:24
176,0.993243,2025-10-09 01:46:24
176,0.993223,2025-10-09 01:46:24
176,0.994088,2025-10-09 01:46:25
176,0.992155,2025-10-09 01:46:25
176,0.992767,2025-10-09 01:46:27
176,0.991700,2025-10-09 01:46:27
176,0.993046,2025-10-09 01:46:27
176,0.995220,2025-10-09 01:46:27
176,0.994688,2025-10-09 01:46:27
176,0.992035,2025-10-09 01:46:27
176,0.992064,2025-10-09 01:46:29
176,0.995548,2025-10-09 01:46:29
171,0.969468,2025-10-09 01:46:29
176,0.993195,2025-10-09 01:46:29
176,0.993662,2025-10-09 01:46:29
176,0.994313,2025-10-09 01:46:29
176,0.993181,2025-10-09 01:46:29
176,0.993148,2025-10-09 01:46:31
176,0.993327,2025-10-09 01:46:31
176,0.993787,2025-10-09 01:46:31
176,0.992890,2025-10-09 01:46:31
176,0.991940,2025-10-09 01:46:31
171,0.969177,2025-10-09 01:46:31
176,0.992886,2025-10-09 01:46:31
176,0.991339,2025-10-09 01:46:31
176,0.992109,2025-10-09 01:46:33
176,0.993822,2025-10-09 01:46:33
176,0.994008,2025-10-09 01:46:33
176,0.993224,2025-10-09 01:46:33
176,0.991138,2025-10-09 01:46:33
176,0.992666,2025-10-09 01:46:33
176,0.993912,2025-10-09 01:46:33
176,0.991745,2025-10-09 01:46:34
176,0.992672,2025-10-09 01:46:35
176,0.992392,2025-10-09 01:46:35
176,0.994558,2025-10-09 01:46:35
176,0.991542,2025-10-09 01:46:35
176,0.994303,2025-10-09 01:46:35
176,0.993326,2025-10-09 01:46:35
173,0.980106,2025-10-09 01:46:35
176,0.994346,2025-10-09 01:46:35
176,0.992046,2025-10-09 01:46:36
174,0.984962,2025-10-09 01:46:37
176,0.994425,2025-10-09 01:46:37
176,0.991938,2025-10-09 01:46:37
176,0.991342,2025-10-09 01:46:37
176,0.996245,2025-10-09 01:46:37
176,0.990532,2025-10-09 01:46:37
176,0.993779,2025-10-09 01:46:37
176,0.992954,2025-10-09 01:46:37
176,0.993233,2025-10-09 01:46:38
176,0.991707,2025-10-09 01:46:38
176,0.991606,2025-10-09 01:46:39
176,0.990629,2025-10-09 01:46:39
176,0.991709,2025-10-09 01:46:39
176,0.991891,2025-10-09 01:46:39
176,0.992240,2025-10-09 01:46:40
176,0.993605,2025-10-09 01:46:40
176,0.992488,2025-10-09 01:46:40
176,0.991474,2025-10-09 01:46:40
176,0.995536,2025-10-09 01:46:40
176,0.992426,2025-10-09 01:46:40
176,0.993856,2025-10-09 01:46:41
176,0.992890,2025-10-09 01:46:41
176,0.991591,2025-10-09 01:46:41
175,0.985598,2025-10-09 01:46:41
176,0.992948,2025-10-09 01:46:41
176,0.993746,2025-10-09 01:46:41
176,0.991140,2025-10-09 01:46:42
176,0.991990,2025-10-09 01:46:42
176,0.994958,2025-10-09 01:46:42
176,0.991457,2025-10-09 01:46:42
175,0.985563,2025-10-09 01:46:44
176,0.991086,2025-10-09 01:46:44
176,0.991053,2025-10-09 01:46:44
176,0.991931,2025-10-09 01:46:44
176,0.993791,2025-10-09 01:46:44
176,0.991868,2025-10-09 01:46:44
176,0.991480,2025-10-09 01:46:44
176,0.993087,2025-10-09 01:46:44
176,0.993495,2025-10-09 01:46:44
176,0.991729,2025-10-09 01:46:44
176,0.994524,2025-10-09 01:46:46
176,0.993604,2025-10-09 01:46:46
176,0.992419,2025-10-09 01:46:46
176,0.993663,2025-10-09 01:46:46
176,0.992023,2025-10-09 01:46:46
176,0.994855,2025-10-09 01:46:46
176,0.991806,2025-10-09 01:46:46
176,0.990441,2025-10-09 01:46:46
176,0.993808,2025-10-09 01:46:46
176,0.992621,2025-10-09 01:46:46
176,0.993946,2025-10-09 01:46:48
176,0.992285,2025-10-09 01:46:48
176,0.990601,2025-10-09 01:46:48
176,0.990760,2025-10-09 01:46:48
176,0.995166,2025-10-09 01:46:48
176,0.993663,2025-10-09 01:46:48
176,0.992773,2025-10-09 01:46:48
176,0.992300,2025-10-09 01:46:48
176,0.994747,2025-10-09 01:46:48
176,0.991544,2025-10-09 01:46:49
176,0.994269,2025-10-09 01:46:50
176,0.991690,2025-10-09 01:46:50
176,0.993241,2025-10-09 01:46:50
176,0.992982,2025-10-09 01:46:50
176,0.991429,2025-10-09 01:46:50
176,0.991966,2025-10-09 01:46:50
176,0.993401,2025-10-09 01:46:50
176,0.992626,2025-10-09 01:46:50
176,0.993022,2025-10-09 01:46:50
176,0.993621,2025-10-09 01:46:51
176,0.991871,2025-10-09 01:46:52
176,0.993077,2025-10-09 01:46:52
176,0.994787,2025-10-09 01:46:52
176,0.992390,2025-10-09 01:46:52
175,0.985564,2025-10-09 01:46:52
176,0.991743,2025-10-09 01:46:52
176,0.992610,2025-10-09 01:46:52
176,0.994352,2025-10-09 01:46:52
176,0.993468,2025-10-09 01:46:53
176,0.994870,2025-10-09 01:46:53
176,0.993922,2025-10-09 01:46:54
176,0.990879,2025-10-09 01:46:54
