Training Log
Start Time: 2025-10-30 16:04:34
Num Actors: 4096
Horizon Length: 128
Minibatch Size: 1024
Mini Epochs: 5
Learning Rate: 5e-4
E-Clip: 0.1
Gamma: 0.99
Tau: 0.95
Max Epochs: None
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,End_Position_Reward,Action_Smoothness
0,0.000000,2025-10-30 16:04:34,0.0,0.0,0.0,0.0,0.000000,0.000000
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.001896
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002284
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002005
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002464
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002089
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002224
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002716
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002538
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002841
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002843
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.003121
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002610
0,2.970816,2025-10-30 16:04:35,1.4997186660766602,0.3710971772670746,1.0,0.10000000149011612,0.000000,-0.002417
