Training Log
Start Time: 2025-10-15 16:34:55
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 16:34:55,0.0,0.0,0.0,0.0
13,-389.890625,2025-10-15 16:34:59,-1.0300114154815674,-0.15191033482551575,-0.10934846103191376,-0.048073261976242065
14,-168.982193,2025-10-15 16:35:03,-0.9124683737754822,-0.1369905173778534,-0.09620705246925354,-0.043247904628515244
13,-308.559052,2025-10-15 16:35:06,-1.0431557893753052,-0.17046129703521729,-0.105600506067276,-0.05217491835355759
13,-219.221863,2025-10-15 16:35:09,-0.8472620248794556,-0.16480877995491028,-0.0597180500626564,-0.0313870832324028
14,-334.653961,2025-10-15 16:35:12,-0.7361519932746887,-0.15478765964508057,-0.03910242021083832,-0.023876691237092018
13,-233.643524,2025-10-15 16:35:16,-0.7267606258392334,-0.15736518800258636,-0.037004388868808746,-0.022461187094449997
13,-117.352348,2025-10-15 16:35:18,-0.39338135719299316,-0.09539435803890228,-0.018665341660380363,-0.013013018295168877
13,-338.114655,2025-10-15 16:35:22,-0.4788007438182831,-0.10829532891511917,-0.040611520409584045,-0.024434447288513184
14,-408.092682,2025-10-15 16:35:25,-0.38690704107284546,-0.09947444498538971,-0.05133967474102974,-0.02161341719329357
14,-262.110718,2025-10-15 16:35:29,-0.6725432872772217,-0.12431784719228745,-0.08643048256635666,-0.04151078313589096
13,-369.584442,2025-10-15 16:35:32,-0.4889228940010071,-0.11754800379276276,-0.04346025362610817,-0.021912802010774612
13,-246.244705,2025-10-15 16:35:36,-0.5321366786956787,-0.11361449956893921,-0.04374198615550995,-0.02053860016167164
13,-235.412964,2025-10-15 16:35:39,-0.4952336549758911,-0.11001629382371902,-0.03745593875646591,-0.02479185350239277
14,-274.923157,2025-10-15 16:35:42,-0.3956851363182068,-0.08036626875400543,-0.05569581314921379,-0.03140338510274887
13,-301.055206,2025-10-15 16:35:45,-0.6842073798179626,-0.13329751789569855,-0.04270843416452408,-0.029364299029111862
13,-259.518127,2025-10-15 16:35:48,-0.7357375621795654,-0.16157926619052887,-0.03162914514541626,-0.021754711866378784
13,-280.853180,2025-10-15 16:35:51,-0.7233856916427612,-0.15383324027061462,-0.02957434579730034,-0.01953323744237423
13,-394.470367,2025-10-15 16:35:55,-0.5183010101318359,-0.12723587453365326,-0.037935905158519745,-0.019950557500123978
13,-230.388153,2025-10-15 16:35:58,-0.7117897868156433,-0.13808321952819824,-0.042688727378845215,-0.02027083933353424
13,-270.641357,2025-10-15 16:36:01,-0.46041345596313477,-0.09451212733983994,-0.034916672855615616,-0.019187528640031815
13,-306.400299,2025-10-15 16:36:05,-0.5901403427124023,-0.10806725174188614,-0.08534422516822815,-0.03946800157427788
13,-213.715256,2025-10-15 16:36:08,-0.5858125686645508,-0.11899659037590027,-0.04174191504716873,-0.023763738572597504
15,-187.237228,2025-10-15 16:36:11,-0.7659282684326172,-0.17939487099647522,-0.05156509578227997,-0.02947106957435608
13,-207.351807,2025-10-15 16:36:14,-0.44208574295043945,-0.11487533897161484,-0.01727638579905033,-0.011745643801987171
15,-211.814590,2025-10-15 16:36:17,-0.8707799911499023,-0.19344788789749146,-0.07380697131156921,-0.03991943597793579
13,-160.950836,2025-10-15 16:36:19,-0.5963270664215088,-0.17177864909172058,-0.03726334124803543,-0.023981936275959015
13,-172.396240,2025-10-15 16:36:22,-0.45346781611442566,-0.13543418049812317,-0.028663501143455505,-0.023397281765937805
14,-161.030304,2025-10-15 16:36:25,-0.39564189314842224,-0.12498626857995987,-0.03276209905743599,-0.024325856938958168
14,-177.988800,2025-10-15 16:36:28,-0.3247664272785187,-0.11141321063041687,-0.021828364580869675,-0.01600925251841545
13,-222.520569,2025-10-15 16:36:31,-0.5023531317710876,-0.13669593632221222,-0.038527294993400574,-0.02532080188393593
14,-180.641586,2025-10-15 16:36:34,-0.5793558955192566,-0.1552438735961914,-0.051608845591545105,-0.03354095295071602
13,-149.711670,2025-10-15 16:36:36,-0.3610769510269165,-0.11996114253997803,-0.042622629553079605,-0.03012736141681671
13,-352.921234,2025-10-15 16:36:39,-0.511043906211853,-0.1389683187007904,-0.03876342624425888,-0.02436862513422966
13,-207.652634,2025-10-15 16:36:43,-0.47337567806243896,-0.1279461681842804,-0.07087595015764236,-0.043343570083379745
13,-304.008392,2025-10-15 16:36:45,-0.49994170665740967,-0.1214132159948349,-0.05020083114504814,-0.025028634816408157
14,-211.738480,2025-10-15 16:36:49,-0.3833669126033783,-0.12244714796543121,-0.04546608030796051,-0.02579604461789131
13,-263.613098,2025-10-15 16:36:52,-0.5657894015312195,-0.1538306623697281,-0.0345466211438179,-0.018259558826684952
13,-218.023666,2025-10-15 16:36:55,-0.6859526634216309,-0.18237608671188354,-0.04351792857050896,-0.026945773512125015
13,-299.244141,2025-10-15 16:36:58,-0.6480729579925537,-0.15989390015602112,-0.06845292448997498,-0.03622189909219742
13,-282.278748,2025-10-15 16:37:01,-0.6964410543441772,-0.18181395530700684,-0.0669555589556694,-0.03713241219520569
14,-173.139740,2025-10-15 16:37:03,-0.5084975957870483,-0.151767760515213,-0.03969394415616989,-0.02714947797358036
13,-226.740768,2025-10-15 16:37:06,-0.370197594165802,-0.10627645999193192,-0.027419885620474815,-0.018339062109589577
14,-191.667130,2025-10-15 16:37:10,-0.2610986530780792,-0.08209213614463806,-0.025273680686950684,-0.01931735873222351
