Training Log
Start Time: 2025-10-15 13:50:14
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
Current_Step,Max_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 13:50:14,0.0,0.0,0.0,0.0
385,8.808096,2025-10-15 13:50:18,-0.012708392925560474,-0.003186824033036828,-0.0016341692535206676,-0.0007952598389238119
387,8.781016,2025-10-15 13:50:18,-0.01203942485153675,-0.0030225850641727448,-0.0016096567269414663,-0.0007811594987288117
390,8.740274,2025-10-15 13:50:18,-0.011402865871787071,-0.0028669475577771664,-0.0016163502587005496,-0.0007685419404879212
392,8.712538,2025-10-15 13:50:18,-0.010948983952403069,-0.0026414389722049236,-0.0013870070688426495,-0.0006592548452317715
395,8.670066,2025-10-15 13:50:18,-0.00997215136885643,-0.0023940065875649452,-0.0013578354846686125,-0.0006409873021766543
400,8.598410,2025-10-15 13:50:18,-0.009444363415241241,-0.002193739637732506,-0.0012141112238168716,-0.0005559937562793493
401,8.583628,2025-10-15 13:50:18,-0.008770964108407497,-0.002081080572679639,-0.0010896308813244104,-0.000493917497806251
407,8.191901,2025-10-15 13:50:18,-0.007931586354970932,-0.0019172374159097672,-0.001075106905773282,-0.0004739974974654615
425,7.876403,2025-10-15 13:50:18,-0.008207743987441063,-0.0018521419260650873,-0.0011418447829782963,-0.000481855939142406
440,7.591614,2025-10-15 13:50:18,-0.00782114826142788,-0.0017235643463209271,-0.0011420047376304865,-0.0004878430627286434
454,7.306046,2025-10-15 13:50:18,-0.007269703783094883,-0.0016432817792519927,-0.0010464151855558157,-0.0004430441767908633
459,7.394588,2025-10-15 13:50:18,-0.006333859171718359,-0.001428371760994196,-0.0007723672315478325,-0.00033185374923050404
461,7.594088,2025-10-15 13:50:18,-0.005022409372031689,-0.0011816454352810979,-0.000680026423651725,-0.0002859276719391346
477,9.188725,2025-10-15 13:50:19,-0.0036354116164147854,-0.0008432994945906103,-0.0006971467519178987,-0.0002994766691699624
487,10.183994,2025-10-15 13:50:19,-0.0025288118049502373,-0.0006347539601847529,-0.0005017032381147146,-0.00022285305021796376
499,10.478774,2025-10-15 13:50:19,-0.0014804217498749495,-0.0004625934816431254,-0.0004852743586525321,-0.00018676828767638654
282,10.207914,2025-10-15 13:50:20,-0.003307400271296501,-0.0013681023847311735,-0.0004112785100005567,-0.0002885275462176651
371,9.881518,2025-10-15 13:50:21,-0.00647339690476656,-0.001753582851961255,-0.0010631720069795847,-0.0005437864456325769
391,10.276903,2025-10-15 13:50:21,-0.00689870398491621,-0.0017039221711456776,-0.0012430964270606637,-0.0005956193781457841
393,10.275283,2025-10-15 13:50:21,-0.006510845851153135,-0.001621805946342647,-0.0009101256728172302,-0.0004447420360520482
412,10.256912,2025-10-15 13:50:22,-0.006652333773672581,-0.0016052763676270843,-0.0010370006784796715,-0.00048823788529261947
415,10.253449,2025-10-15 13:50:22,-0.00618558656424284,-0.0014871287858113647,-0.0010052865836769342,-0.0004655849188566208
432,10.228314,2025-10-15 13:50:22,-0.006396896205842495,-0.0015042987652122974,-0.001111588324420154,-0.0004926973488181829
433,10.226518,2025-10-15 13:50:22,-0.005687803030014038,-0.0013729201164096594,-0.0009920245502144098,-0.00043866471969522536
442,10.209537,2025-10-15 13:50:22,-0.005581049248576164,-0.0013256019446998835,-0.0008636971469968557,-0.00038454373134300113
461,10.164750,2025-10-15 13:50:22,-0.005441573914140463,-0.001307675614953041,-0.0008307109819725156,-0.0003666121046990156
478,10.112676,2025-10-15 13:50:22,-0.005482642911374569,-0.0013264392036944628,-0.0008743724320083857,-0.00037314181099645793
489,10.071880,2025-10-15 13:50:22,-0.004202545620501041,-0.0010597698856145144,-0.00080447259824723,-0.0003497395955491811
505,10.001801,2025-10-15 13:50:22,-0.003833996132016182,-0.0010416207369416952,-0.0008508467581123114,-0.00036612123949453235
518,9.934549,2025-10-15 13:50:22,-0.0035343579947948456,-0.0009983506752178073,-0.0008199382573366165,-0.00032660196302458644
602,10.242937,2025-10-15 13:50:23,-0.004491187632083893,-0.0014667040668427944,-0.0011005047708749771,-0.00042334006866440177
558,10.278875,2025-10-15 13:50:23,-0.0030526199843734503,-0.0012640070635825396,-0.0005910330219194293,-0.00028192216996103525
488,9.720410,2025-10-15 13:50:25,-0.009501375257968903,-0.002940246369689703,-0.0013399622403085232,-0.0006744867423549294
408,9.627519,2025-10-15 13:50:25,-0.00895310752093792,-0.0028290662448853254,-0.0012171309208497405,-0.0006393964868038893
414,9.368601,2025-10-15 13:50:25,-0.009842345491051674,-0.0029137185774743557,-0.0014314985601231456,-0.0006985142827033997
441,9.138223,2025-10-15 13:50:25,-0.01044494565576315,-0.0028251640032976866,-0.0013471137499436736,-0.0006490667583420873
461,9.007393,2025-10-15 13:50:25,-0.010273597203195095,-0.0026773575227707624,-0.0015284782275557518,-0.0006980188773013651
473,9.482971,2025-10-15 13:50:25,-0.010114799253642559,-0.0025595822371542454,-0.0011997777037322521,-0.000537796993739903
486,9.480702,2025-10-15 13:50:25,-0.010033948346972466,-0.0024166731163859367,-0.0012999752070754766,-0.0005658152513206005
535,9.455403,2025-10-15 13:50:26,-0.011793479323387146,-0.00254233181476593,-0.0017062948318198323,-0.0006763463607057929
564,10.275316,2025-10-15 13:50:26,-0.011238763108849525,-0.0024490642827004194,-0.0012370829936116934,-0.0004526669217739254
541,10.281317,2025-10-15 13:50:27,-0.008903222158551216,-0.0021208287216722965,-0.0010538771748542786,-0.0003615824389271438
560,10.266130,2025-10-15 13:50:27,-0.007451139390468597,-0.0018495726399123669,-0.0009180270135402679,-0.00032737068249844015
576,10.247704,2025-10-15 13:50:27,-0.006332573015242815,-0.0016682789428159595,-0.0008867201977409422,-0.0003032664826605469
592,10.223107,2025-10-15 13:50:27,-0.005124304909259081,-0.0014599134447053075,-0.0005746187525801361,-0.0002316829632036388
721,10.159945,2025-10-15 13:50:28,-0.009213170036673546,-0.0025326930917799473,-0.0013859549071639776,-0.0005327349063009024
617,9.893731,2025-10-15 13:50:29,-0.011007260531187057,-0.0026776990853250027,-0.0015415207017213106,-0.0006101854960434139
643,9.734085,2025-10-15 13:50:29,-0.011646128259599209,-0.0027242330834269524,-0.001640155678614974,-0.0006433874368667603
647,9.706168,2025-10-15 13:50:29,-0.010938809253275394,-0.0025508799590170383,-0.0015177330933511257,-0.0005862581892870367
492,9.692249,2025-10-15 13:50:29,-0.007651614490896463,-0.002013168530538678,-0.0011185940820723772,-0.0005086055607534945
525,9.455555,2025-10-15 13:50:29,-0.008702848106622696,-0.0021908185444772243,-0.0013316881377249956,-0.0005493605858646333
536,9.440552,2025-10-15 13:50:29,-0.008153598755598068,-0.0020837709307670593,-0.0011997271794825792,-0.0005095957894809544
543,9.429172,2025-10-15 13:50:29,-0.005859375931322575,-0.0015701299998909235,-0.0009651092113927007,-0.0004483225638978183
546,9.424067,2025-10-15 13:50:29,-0.005331466905772686,-0.001436732243746519,-0.0007831117836758494,-0.0003581904456950724
565,10.279216,2025-10-15 13:50:29,-0.0051542408764362335,-0.0013982297386974096,-0.0007580010569654405,-0.0003279299126006663
503,10.279163,2025-10-15 13:50:30,-0.004937984049320221,-0.0013425529468804598,-0.0008362935623154044,-0.0003541202167980373
394,10.276396,2025-10-15 13:50:30,-0.0038508051075041294,-0.0012119452003389597,-0.0005825920379720628,-0.0002806629054248333
416,10.256275,2025-10-15 13:50:30,-0.0034029961097985506,-0.0010879028122872114,-0.00052917271386832,-0.00025152950547635555
422,10.243697,2025-10-15 13:50:31,-0.002722285222262144,-0.0009677310008555651,-0.0003398568951524794,-0.0001853996654972434
450,10.265897,2025-10-15 13:50:31,-0.002211086917668581,-0.0009085729834623635,-0.00020945358846802264,-0.00012402053107507527
409,10.254636,2025-10-15 13:50:31,-0.0017551523633301258,-0.0007776584243401885,-7.069095590850338e-05,-7.802399341017008e-05
471,10.139970,2025-10-15 13:50:32,-0.0073106251657009125,-0.0022238311357796192,-0.0008966351742856205,-0.0004688696935772896
442,10.011241,2025-10-15 13:50:33,-0.007787761744111776,-0.0022638337686657906,-0.0010882460046559572,-0.0005417180946096778
448,9.984837,2025-10-15 13:50:33,-0.007089556660503149,-0.0020590508356690407,-0.0008975448436103761,-0.0004549876321107149
448,9.828491,2025-10-15 13:50:33,-0.007975713349878788,-0.0021187555976212025,-0.0011106590973213315,-0.0005315344897098839
452,9.791705,2025-10-15 13:50:33,-0.007371923420578241,-0.0019855014979839325,-0.0009969648672267795,-0.0004793088010046631
457,9.759846,2025-10-15 13:50:33,-0.006855439394712448,-0.0018587191589176655,-0.0009447003831155598,-0.00044572242768481374
458,9.753309,2025-10-15 13:50:33,-0.005509588401764631,-0.0014902576804161072,-0.0008777285693213344,-0.0004185728030279279
515,9.883940,2025-10-15 13:50:33,-0.00665898947045207,-0.001745391869917512,-0.0009105654899030924,-0.00040967168752104044
527,10.276126,2025-10-15 13:50:34,-0.005948735401034355,-0.0015454154927283525,-0.000844162015710026,-0.0003895554691553116
530,10.273610,2025-10-15 13:50:34,-0.005407903343439102,-0.0014216923154890537,-0.000830070988740772,-0.0003805851156357676
539,10.265389,2025-10-15 13:50:34,-0.005243073683232069,-0.0013886454980820417,-0.0007022650097496808,-0.00033016520319506526
575,10.273418,2025-10-15 13:50:34,-0.0058044991455972195,-0.0014574992237612605,-0.0008478342788293958,-0.000381290796212852
588,10.261809,2025-10-15 13:50:34,-0.0055574653670191765,-0.0013554648030549288,-0.0009218528284691274,-0.0003985083312727511
