Training Log
Start Time: 2025-12-22 15:29:47
Num Actors: 4096
Horizon Length: 128
Minibatch Size: 1024
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 100000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,drone_payload,drone_drone,Action_Smoothness,Trajectory_Progress_Reward
0,0.000000,2025-12-22 15:29:47,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000
4,-12.540620,2025-12-22 15:29:48,1.4480855464935303,0.0387621745467186,0.6000000238418579,0.1998903602361679,-0.000000,-0.001210,-0.199925,-249.000000
0,-244.224060,2025-12-22 15:29:48,2.866873264312744,1.3133243322372437,0.6000000238418579,0.20000000298023224,-0.000000,-0.001071,-0.164267,-249.000000
4,-13.334816,2025-12-22 15:29:57,1.4482333660125732,0.03877875953912735,0.6000000238418579,0.19993789494037628,-0.000000,-0.001245,-0.158616,-249.000000
0,-244.223877,2025-12-22 15:29:57,2.866873264312744,1.3133243322372437,0.6000000238418579,0.20000000298023224,-0.000000,-0.001071,-0.192391,-249.000000
4,-13.356127,2025-12-22 15:29:58,1.448130488395691,0.03874716907739639,0.6000000238418579,0.19972708821296692,-0.000000,-0.001161,-0.216545,-249.000000
0,-244.225266,2025-12-22 15:29:58,2.866873264312744,1.3133245706558228,0.6000000238418579,0.20000000298023224,-0.000000,-0.001071,-0.212025,-249.000000
4,-13.367829,2025-12-22 15:30:07,1.4477207660675049,0.03865005820989609,0.6000000238418579,0.199889674782753,-0.000000,-0.001105,-0.209465,-249.000000
0,-244.224854,2025-12-22 15:30:07,2.866873264312744,1.3133244514465332,0.6000000238418579,0.20000000298023224,-0.000000,-0.001071,-0.167422,-249.000000
4,-13.391597,2025-12-22 15:30:07,1.4471817016601562,0.0385187491774559,0.6000000238418579,0.19992752373218536,-0.000000,-0.001154,-0.232083,-249.000000
