Training Log
Start Time: 2025-10-15 15:42:52
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,Max_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
13,-0.112400,2025-10-15 15:43:00,-0.3003414273262024,-0.11321955919265747,-0.06196754425764084,-0.02556554600596428
13,-7.968931,2025-10-15 15:43:02,-0.7652790546417236,-0.20316633582115173,-0.1236100047826767,-0.061979666352272034
13,-0.025315,2025-10-15 15:43:02,-0.8401268720626831,-0.21228981018066406,-0.15119816362857819,-0.07077515125274658
13,-0.011597,2025-10-15 15:43:02,-0.8145456314086914,-0.1990976482629776,-0.1526993215084076,-0.07106031477451324
13,-0.001009,2025-10-15 15:43:02,-0.7707434892654419,-0.18985718488693237,-0.14169366657733917,-0.06617890298366547
13,-0.000169,2025-10-15 15:43:02,-0.6870511770248413,-0.16735094785690308,-0.13603581488132477,-0.06180087476968765
13,-0.001157,2025-10-15 15:43:02,-0.6624208092689514,-0.16296234726905823,-0.14052200317382812,-0.0632057934999466
13,-0.030038,2025-10-15 15:43:02,-0.6006181240081787,-0.15482324361801147,-0.12443847954273224,-0.050215646624565125
13,-0.000168,2025-10-15 15:43:02,-0.5644932985305786,-0.14554812014102936,-0.11480270326137543,-0.04702560603618622
13,-0.000505,2025-10-15 15:43:02,-0.4575433135032654,-0.1267661303281784,-0.09921065717935562,-0.03971323370933533
13,-0.000169,2025-10-15 15:43:02,-0.3350943922996521,-0.09570302814245224,-0.06055143103003502,-0.02620544470846653
13,-0.018016,2025-10-15 15:43:03,-0.30727800726890564,-0.08619862049818039,-0.06707649677991867,-0.02827335149049759
13,-0.016095,2025-10-15 15:43:03,-0.27436307072639465,-0.08242764323949814,-0.03212197870016098,-0.013754414394497871
14,-0.705119,2025-10-15 15:43:04,-0.372891902923584,-0.12312120199203491,-0.02733033150434494,-0.016205741092562675
14,-0.002960,2025-10-15 15:43:04,-0.261702299118042,-0.10600967705249786,-0.025097735226154327,-0.014207330532371998
14,-3.791476,2025-10-15 15:43:04,-0.5764696598052979,-0.1876237392425537,-0.060869358479976654,-0.03170538321137428
14,-0.040545,2025-10-15 15:43:05,-0.5857450366020203,-0.18579751253128052,-0.06401567161083221,-0.03320365771651268
14,-0.000169,2025-10-15 15:43:05,-0.5711653232574463,-0.18299809098243713,-0.05932634323835373,-0.031084973365068436
14,-0.056523,2025-10-15 15:43:05,-0.6776818037033081,-0.19439050555229187,-0.06852321326732635,-0.033878348767757416
14,-0.001174,2025-10-15 15:43:05,-0.636260449886322,-0.17835190892219543,-0.06315165013074875,-0.03154558688402176
14,-0.000852,2025-10-15 15:43:06,-0.5581786632537842,-0.1582554280757904,-0.06026342511177063,-0.030044488608837128
14,-0.004708,2025-10-15 15:43:06,-0.5133676528930664,-0.13488416373729706,-0.06169046834111214,-0.03015461564064026
14,-0.436364,2025-10-15 15:43:06,-0.6231563091278076,-0.13675981760025024,-0.05646352469921112,-0.028978994116187096
14,-0.000336,2025-10-15 15:43:06,-0.5794591903686523,-0.12714597582817078,-0.05017169564962387,-0.02627228945493698
14,-0.038810,2025-10-15 15:43:06,-0.5516551733016968,-0.12384995073080063,-0.05818574130535126,-0.027866067364811897
14,-0.000337,2025-10-15 15:43:06,-0.46737515926361084,-0.110985666513443,-0.03537815809249878,-0.017837855964899063
14,-0.010322,2025-10-15 15:43:06,-0.47563788294792175,-0.10989423096179962,-0.03916987031698227,-0.018473342061042786
14,-0.003435,2025-10-15 15:43:06,-0.3886851966381073,-0.09935565292835236,-0.036121904850006104,-0.01647689938545227
14,-0.001833,2025-10-15 15:43:06,-0.30963730812072754,-0.09148658812046051,-0.02820396237075329,-0.013025575317442417
14,-0.099422,2025-10-15 15:43:07,-0.32834890484809875,-0.10458873212337494,-0.02650347352027893,-0.012654712423682213
14,-0.159198,2025-10-15 15:43:07,-0.33759766817092896,-0.10994494706392288,-0.0312209390103817,-0.01713436469435692
13,-0.006060,2025-10-15 15:43:08,-0.2615850567817688,-0.1095452681183815,-0.025420915335416794,-0.01665736362338066
13,-0.005292,2025-10-15 15:43:08,-0.26800206303596497,-0.11289973556995392,-0.022692382335662842,-0.015026601031422615
13,-0.702232,2025-10-15 15:43:08,-0.478358656167984,-0.16073939204216003,-0.03793209046125412,-0.024171344935894012
13,-0.010503,2025-10-15 15:43:08,-0.44284147024154663,-0.14416174590587616,-0.03981748968362808,-0.0238444022834301
13,-1.058131,2025-10-15 15:43:09,-0.7244571447372437,-0.20046280324459076,-0.08989836275577545,-0.04487919062376022
13,-0.001202,2025-10-15 15:43:09,-0.6700570583343506,-0.18109175562858582,-0.09501077234745026,-0.04555676877498627
13,-0.000337,2025-10-15 15:43:09,-0.6425720453262329,-0.17252787947654724,-0.08561286330223083,-0.039819952100515366
13,-0.037656,2025-10-15 15:43:10,-0.5505384206771851,-0.13722996413707733,-0.057940658181905746,-0.03027522563934326
13,-0.114113,2025-10-15 15:43:10,-0.5655926465988159,-0.14739999175071716,-0.07272353768348694,-0.03643008694052696
13,-0.000337,2025-10-15 15:43:10,-0.4718632996082306,-0.1277109980583191,-0.06463862210512161,-0.03142793849110603
13,-0.001198,2025-10-15 15:43:10,-0.4592288136482239,-0.12422242760658264,-0.06317335367202759,-0.030377820134162903
13,-0.038477,2025-10-15 15:43:10,-0.5176242589950562,-0.13657420873641968,-0.07676294445991516,-0.03453473374247551
13,-0.000168,2025-10-15 15:43:10,-0.40970534086227417,-0.11304456740617752,-0.056053198873996735,-0.026542220264673233
13,-0.016993,2025-10-15 15:43:10,-0.35873323678970337,-0.10585913807153702,-0.05994216352701187,-0.02758268266916275
13,-0.000844,2025-10-15 15:43:10,-0.2618095874786377,-0.08789078891277313,-0.035781990736722946,-0.01916445791721344
13,-0.098927,2025-10-15 15:43:11,-0.29283785820007324,-0.11349152773618698,-0.03820303827524185,-0.021747156977653503
13,-0.012186,2025-10-15 15:43:11,-0.24389337003231049,-0.10033801198005676,-0.03713975101709366,-0.021707825362682343
14,-1.451487,2025-10-15 15:43:12,-0.42893800139427185,-0.14298634231090546,-0.05691664665937424,-0.030298685654997826
14,-0.175418,2025-10-15 15:43:12,-0.562776505947113,-0.17262303829193115,-0.08121941983699799,-0.03891550377011299
14,-0.000842,2025-10-15 15:43:12,-0.5251682996749878,-0.16694140434265137,-0.07392099499702454,-0.034712500870227814
14,-0.011079,2025-10-15 15:43:12,-0.49434566497802734,-0.1503353714942932,-0.0701541155576706,-0.03235451132059097
14,-0.000670,2025-10-15 15:43:12,-0.4467112421989441,-0.13876241445541382,-0.05691735818982124,-0.028133083134889603
14,-0.037578,2025-10-15 15:43:13,-0.43042898178100586,-0.12246117740869522,-0.05985929071903229,-0.03020833618938923
14,-0.000841,2025-10-15 15:43:13,-0.35213685035705566,-0.10540972650051117,-0.052737846970558167,-0.025667943060398102
14,-0.336713,2025-10-15 15:43:13,-0.4477066397666931,-0.11595652997493744,-0.07673861086368561,-0.03319861739873886
14,-0.007373,2025-10-15 15:43:13,-0.43101462721824646,-0.11016647517681122,-0.0614711157977581,-0.02543460763990879
14,-0.197494,2025-10-15 15:43:14,-0.5507651567459106,-0.1332419216632843,-0.07988637685775757,-0.0326036736369133
14,-0.009920,2025-10-15 15:43:14,-0.5096698999404907,-0.1255609095096588,-0.07452154904603958,-0.032946933060884476
14,-0.001715,2025-10-15 15:43:14,-0.4365242123603821,-0.12034283578395844,-0.06259959191083908,-0.02761480212211609
14,-0.001742,2025-10-15 15:43:14,-0.4369198977947235,-0.1184975728392601,-0.06566756218671799,-0.027834296226501465
14,-0.002399,2025-10-15 15:43:14,-0.352621853351593,-0.10042760521173477,-0.054901935160160065,-0.023469170555472374
14,-0.000507,2025-10-15 15:43:14,-0.29409846663475037,-0.0898720994591713,-0.03427400439977646,-0.019168324768543243
14,-0.000168,2025-10-15 15:43:14,-0.16280415654182434,-0.07114890217781067,-0.016243409365415573,-0.011968450620770454
14,-3.098310,2025-10-15 15:43:15,-0.3614940345287323,-0.12372696399688721,-0.04654082655906677,-0.021190708503127098
14,-0.019694,2025-10-15 15:43:15,-0.39365342259407043,-0.1327619105577469,-0.04574090987443924,-0.020663613453507423
14,-0.003465,2025-10-15 15:43:15,-0.3792392313480377,-0.13131867349147797,-0.0378572978079319,-0.018148910254240036
14,-0.001022,2025-10-15 15:43:15,-0.37762075662612915,-0.12711729109287262,-0.03886424005031586,-0.018242279067635536
14,-0.092359,2025-10-15 15:43:16,-0.43271395564079285,-0.13916495442390442,-0.03669498860836029,-0.021636974066495895
14,-0.011043,2025-10-15 15:43:16,-0.4349304139614105,-0.1348683387041092,-0.03870348259806633,-0.022786187008023262
14,-0.001760,2025-10-15 15:43:16,-0.40310317277908325,-0.1319301426410675,-0.03753909096121788,-0.022612787783145905
13,-0.004252,2025-10-15 15:43:16,-0.34733060002326965,-0.11296328157186508,-0.027368899434804916,-0.01914769969880581
13,-0.024866,2025-10-15 15:43:16,-0.36210334300994873,-0.11498216539621353,-0.032170481979846954,-0.020362095907330513
13,-0.003610,2025-10-15 15:43:16,-0.26168838143348694,-0.09523846954107285,-0.03320252150297165,-0.019796516746282578
14,-1.119171,2025-10-15 15:43:17,-0.45476818084716797,-0.13784447312355042,-0.07138881087303162,-0.032815270125865936
14,-0.000168,2025-10-15 15:43:17,-0.4188247621059418,-0.1277751326560974,-0.06249486654996872,-0.02801179513335228
14,-0.034994,2025-10-15 15:43:17,-0.4647444188594818,-0.1363893449306488,-0.06707261502742767,-0.030860766768455505
14,-0.032524,2025-10-15 15:43:17,-0.4741303622722626,-0.13785064220428467,-0.08022467792034149,-0.03591546416282654
14,-0.073336,2025-10-15 15:43:18,-0.4922330677509308,-0.14641395211219788,-0.08207640051841736,-0.0371941477060318
14,-0.016085,2025-10-15 15:43:18,-0.4796485900878906,-0.15147165954113007,-0.040806401520967484,-0.02490229159593582
14,-0.199775,2025-10-15 15:43:19,-0.5336387157440186,-0.16415345668792725,-0.05497889593243599,-0.030105924233794212
14,-0.050202,2025-10-15 15:43:19,-0.5896066427230835,-0.17221879959106445,-0.0672144740819931,-0.03351372852921486
14,-0.066345,2025-10-15 15:43:19,-0.6292222142219543,-0.17486970126628876,-0.08569099754095078,-0.03990331292152405
14,-0.015842,2025-10-15 15:43:19,-0.5819172859191895,-0.16257476806640625,-0.06962169706821442,-0.03666766732931137
14,-0.000336,2025-10-15 15:43:19,-0.539949357509613,-0.1551719456911087,-0.06355907768011093,-0.03552919998764992
14,-0.001175,2025-10-15 15:43:19,-0.49305737018585205,-0.14529404044151306,-0.06508128345012665,-0.03368677943944931
13,-0.000672,2025-10-15 15:43:19,-0.4062182307243347,-0.12290242314338684,-0.05701451003551483,-0.03188372403383255
13,-0.225282,2025-10-15 15:43:20,-0.4287828803062439,-0.14003930985927582,-0.0757344663143158,-0.036890774965286255
13,-0.006018,2025-10-15 15:43:20,-0.40581196546554565,-0.13919112086296082,-0.07851208001375198,-0.03733827918767929
13,-0.000675,2025-10-15 15:43:20,-0.3135855197906494,-0.12056796252727509,-0.05656292289495468,-0.028578707948327065
13,-0.012335,2025-10-15 15:43:20,-0.3388407230377197,-0.13060647249221802,-0.0659911036491394,-0.03188728541135788
13,-0.004715,2025-10-15 15:43:20,-0.24265237152576447,-0.10284388065338135,-0.028266821056604385,-0.015432552434504032
13,-0.878436,2025-10-15 15:43:21,-0.4520203173160553,-0.1509915292263031,-0.05111384764313698,-0.024196691811084747
13,-0.052971,2025-10-15 15:43:21,-0.48707523941993713,-0.15941590070724487,-0.04265682399272919,-0.023318078368902206
13,-0.008307,2025-10-15 15:43:22,-0.42913222312927246,-0.14744693040847778,-0.04481925070285797,-0.02419520914554596
13,-0.011160,2025-10-15 15:43:22,-0.3862217664718628,-0.1338024139404297,-0.04933744668960571,-0.02671230584383011
13,-0.020490,2025-10-15 15:43:22,-0.35531991720199585,-0.12469449639320374,-0.04450864717364311,-0.026342839002609253
13,-0.050177,2025-10-15 15:43:22,-0.44551968574523926,-0.14589333534240723,-0.055512964725494385,-0.03227367252111435
13,-0.404388,2025-10-15 15:43:23,-0.5913590788841248,-0.17767004668712616,-0.10748215764760971,-0.05430452525615692
13,-0.014901,2025-10-15 15:43:23,-0.6298844814300537,-0.18693679571151733,-0.10450820624828339,-0.05435941740870476
13,-0.002984,2025-10-15 15:43:23,-0.5971529483795166,-0.17059478163719177,-0.10390463471412659,-0.051386650651693344
13,-0.001790,2025-10-15 15:43:23,-0.5504208207130432,-0.1633281409740448,-0.06990005820989609,-0.04095294326543808
13,-0.000502,2025-10-15 15:43:23,-0.47925418615341187,-0.14092454314231873,-0.06265338510274887,-0.035676274448633194
13,-0.000674,2025-10-15 15:43:23,-0.3808481991291046,-0.11977152526378632,-0.04922286793589592,-0.02809363789856434
13,-0.004316,2025-10-15 15:43:23,-0.3160524368286133,-0.10744024068117142,-0.04347265139222145,-0.023518482223153114
13,-0.054561,2025-10-15 15:43:23,-0.31716424226760864,-0.10110564529895782,-0.04464465007185936,-0.02303747646510601
14,-0.092511,2025-10-15 15:43:24,-0.3357970118522644,-0.11227628588676453,-0.03663221746683121,-0.018528060987591743
14,-0.014193,2025-10-15 15:43:24,-0.3360472619533539,-0.1166578084230423,-0.016415981575846672,-0.010457067750394344
14,-0.487100,2025-10-15 15:43:25,-0.41835343837738037,-0.14538471400737762,-0.02820148691534996,-0.017654091119766235
14,-0.003988,2025-10-15 15:43:25,-0.41597461700439453,-0.1433810293674469,-0.02748492732644081,-0.017819024622440338
14,-0.337087,2025-10-15 15:43:25,-0.5624290704727173,-0.1725347936153412,-0.052805475890636444,-0.029099052771925926
14,-0.000168,2025-10-15 15:43:25,-0.46142855286598206,-0.14515601098537445,-0.052042409777641296,-0.028033655136823654
14,-0.001197,2025-10-15 15:43:25,-0.40650343894958496,-0.13579052686691284,-0.05096277594566345,-0.027759974822402
14,-0.073698,2025-10-15 15:43:26,-0.4131085276603699,-0.13271823525428772,-0.05060334503650665,-0.028211379423737526
14,-0.008691,2025-10-15 15:43:26,-0.3922291398048401,-0.1285366714000702,-0.048740774393081665,-0.027240514755249023
13,-0.208329,2025-10-15 15:43:26,-0.5580541491508484,-0.16029469668865204,-0.05981368198990822,-0.031821466982364655
13,-0.000828,2025-10-15 15:43:26,-0.5406694412231445,-0.15668950974941254,-0.05027839541435242,-0.02703896537423134
13,-0.003483,2025-10-15 15:43:26,-0.464679479598999,-0.13731779158115387,-0.050272226333618164,-0.028398431837558746
13,-0.006775,2025-10-15 15:43:26,-0.4405931234359741,-0.13064569234848022,-0.05411048233509064,-0.029332967475056648
13,-0.016957,2025-10-15 15:43:27,-0.4149007499217987,-0.12307611107826233,-0.06377885490655899,-0.03153170645236969
13,-0.011597,2025-10-15 15:43:27,-0.3727860450744629,-0.11187909543514252,-0.07087133824825287,-0.03288131579756737
13,-0.135855,2025-10-15 15:43:27,-0.43465545773506165,-0.1392756700515747,-0.0686362162232399,-0.030557356774806976
14,-0.001002,2025-10-15 15:43:27,-0.41634029150009155,-0.13645440340042114,-0.053253307938575745,-0.0243381280452013
14,-0.000507,2025-10-15 15:43:27,-0.31355369091033936,-0.12314717471599579,-0.040801867842674255,-0.020265445113182068
14,-0.001006,2025-10-15 15:43:27,-0.2608792781829834,-0.10271113365888596,-0.038979146629571915,-0.019146030768752098
14,-3.150558,2025-10-15 15:43:28,-0.49382728338241577,-0.16333945095539093,-0.051239944994449615,-0.02391214668750763
14,-0.061317,2025-10-15 15:43:28,-0.5410258769989014,-0.16968588531017303,-0.050843749195337296,-0.02522432431578636
14,-0.002373,2025-10-15 15:43:29,-0.5293920636177063,-0.1656838059425354,-0.04270430654287338,-0.021735144779086113
14,-0.020546,2025-10-15 15:43:29,-0.5234827995300293,-0.1586974859237671,-0.04297298938035965,-0.021296408027410507
14,-0.008165,2025-10-15 15:43:29,-0.4801477789878845,-0.15006741881370544,-0.03768987953662872,-0.021996542811393738
14,-0.084681,2025-10-15 15:43:29,-0.5312888622283936,-0.1623060554265976,-0.044531263411045074,-0.025883769616484642
14,-0.004589,2025-10-15 15:43:29,-0.4543772339820862,-0.1439032405614853,-0.04462791234254837,-0.025487743318080902
14,-0.011405,2025-10-15 15:43:30,-0.4744950830936432,-0.1446516364812851,-0.04380187764763832,-0.024130556732416153
13,-0.041492,2025-10-15 15:43:30,-0.568190336227417,-0.16290655732154846,-0.0520486906170845,-0.0277753546833992
13,-0.004896,2025-10-15 15:43:30,-0.49752557277679443,-0.14543753862380981,-0.05310654267668724,-0.02944512665271759
13,-0.001033,2025-10-15 15:43:30,-0.427084743976593,-0.12529343366622925,-0.04518217593431473,-0.02656625583767891
13,-0.001822,2025-10-15 15:43:30,-0.3223937451839447,-0.10505038499832153,-0.04459333047270775,-0.026918534189462662
13,-0.150957,2025-10-15 15:43:30,-0.36061912775039673,-0.12036339938640594,-0.04165325686335564,-0.022721026092767715
13,-0.000506,2025-10-15 15:43:30,-0.31415921449661255,-0.11521650105714798,-0.03980562463402748,-0.019526470452547073
13,-0.046605,2025-10-15 15:43:31,-0.33279404044151306,-0.12058889865875244,-0.027484271675348282,-0.012996718287467957
13,-0.132509,2025-10-15 15:43:31,-0.36502623558044434,-0.12911996245384216,-0.02140875719487667,-0.013887240551412106
13,-0.274854,2025-10-15 15:43:32,-0.46760648488998413,-0.16844305396080017,-0.03476254642009735,-0.02292754501104355
13,-0.009742,2025-10-15 15:43:32,-0.4607433080673218,-0.16644179821014404,-0.03543577343225479,-0.024262692779302597
13,-0.000674,2025-10-15 15:43:32,-0.4104008376598358,-0.14518465101718903,-0.030485136434435844,-0.022719701752066612
13,-0.011578,2025-10-15 15:43:32,-0.41237807273864746,-0.14533479511737823,-0.03187913820147514,-0.022064359858632088
15,-0.022262,2025-10-15 15:43:32,-0.40226101875305176,-0.14150327444076538,-0.033851258456707,-0.019227351993322372
15,-0.625191,2025-10-15 15:43:33,-0.5725271701812744,-0.17494633793830872,-0.06482401490211487,-0.029201993718743324
15,-0.011925,2025-10-15 15:43:33,-0.5848628878593445,-0.17257025837898254,-0.06650674343109131,-0.028613917529582977
15,-0.000168,2025-10-15 15:43:33,-0.5115967988967896,-0.1555766463279724,-0.05176495760679245,-0.024356065317988396
15,-0.072928,2025-10-15 15:43:33,-0.5678008794784546,-0.1627150923013687,-0.06329339742660522,-0.027402158826589584
15,-0.001145,2025-10-15 15:43:33,-0.47111213207244873,-0.13726088404655457,-0.052678756415843964,-0.02418503910303116
15,-0.005864,2025-10-15 15:43:34,-0.4328516721725464,-0.12824282050132751,-0.037304311990737915,-0.017562255263328552
15,-0.014166,2025-10-15 15:43:34,-0.39335232973098755,-0.12101104110479355,-0.03050239384174347,-0.013999195769429207
15,-0.033662,2025-10-15 15:43:34,-0.3965885043144226,-0.12239465117454529,-0.028591901063919067,-0.014618603512644768
14,-0.000834,2025-10-15 15:43:34,-0.381020188331604,-0.11890396475791931,-0.026076780632138252,-0.014637788757681847
14,-0.035408,2025-10-15 15:43:34,-0.3614696264266968,-0.11338280886411667,-0.03195015341043472,-0.017963699996471405
14,-0.001203,2025-10-15 15:43:34,-0.25962337851524353,-0.09236594289541245,-0.02512332797050476,-0.016135096549987793
14,-0.055993,2025-10-15 15:43:34,-0.31608834862709045,-0.10824641585350037,-0.03436819463968277,-0.02043699100613594
14,-0.061576,2025-10-15 15:43:35,-0.28680866956710815,-0.11212003231048584,-0.03802953660488129,-0.022805670276284218
13,-0.662315,2025-10-15 15:43:36,-0.4564666450023651,-0.1530802845954895,-0.05522560328245163,-0.033763617277145386
13,-0.007200,2025-10-15 15:43:36,-0.4238511621952057,-0.14114177227020264,-0.05322282761335373,-0.03353113681077957
13,-0.751008,2025-10-15 15:43:36,-0.624887228012085,-0.17732682824134827,-0.08340702950954437,-0.04515554755926132
13,-0.005407,2025-10-15 15:43:36,-0.6255843043327332,-0.17573422193527222,-0.08065053075551987,-0.04132864624261856
13,-0.003421,2025-10-15 15:43:36,-0.6108663082122803,-0.1715443879365921,-0.08091439306735992,-0.04044397547841072
13,-0.023666,2025-10-15 15:43:37,-0.6165008544921875,-0.17496728897094727,-0.08774842321872711,-0.041460417211055756
13,-0.023355,2025-10-15 15:43:37,-0.6271169185638428,-0.16533240675926208,-0.10781287401914597,-0.0452347993850708
13,-0.003452,2025-10-15 15:43:37,-0.5738649368286133,-0.14901933073997498,-0.11192100495100021,-0.04599285125732422
13,-0.004720,2025-10-15 15:43:37,-0.5453011393547058,-0.14099344611167908,-0.07631611078977585,-0.029766254127025604
13,-0.004133,2025-10-15 15:43:37,-0.47628822922706604,-0.12107942253351212,-0.07988771051168442,-0.030324716120958328
13,-0.002876,2025-10-15 15:43:37,-0.38058632612228394,-0.1065259650349617,-0.057170551270246506,-0.023043319582939148
14,-0.028971,2025-10-15 15:43:38,-0.35098665952682495,-0.09350062906742096,-0.06194004416465759,-0.0257214717566967
14,-0.001783,2025-10-15 15:43:38,-0.3201507031917572,-0.08823448419570923,-0.05904003977775574,-0.02546023763716221
14,-0.000337,2025-10-15 15:43:38,-0.23214146494865417,-0.06793510913848877,-0.045712072402238846,-0.019862499088048935
14,-0.074792,2025-10-15 15:43:38,-0.26457735896110535,-0.07995977997779846,-0.054530560970306396,-0.02293749339878559
14,-0.028243,2025-10-15 15:43:38,-0.24070072174072266,-0.07977399975061417,-0.06424979865550995,-0.027098398655653
14,-0.030998,2025-10-15 15:43:38,-0.20728901028633118,-0.08444412797689438,-0.02693292498588562,-0.01661941409111023
14,-0.156241,2025-10-15 15:43:39,-0.29351529479026794,-0.10984169691801071,-0.04143472760915756,-0.02216310426592827
14,-0.002351,2025-10-15 15:43:39,-0.24487391114234924,-0.0965065062046051,-0.03415096178650856,-0.01989959180355072
14,-0.012784,2025-10-15 15:43:39,-0.19730621576309204,-0.0875215083360672,-0.025857871398329735,-0.016775652766227722
14,-2.890885,2025-10-15 15:43:40,-0.47039204835891724,-0.15131273865699768,-0.05367843061685562,-0.026953909546136856
14,-0.054084,2025-10-15 15:43:40,-0.5567547082901001,-0.16290083527565002,-0.06662335991859436,-0.03298192471265793
14,-0.004541,2025-10-15 15:43:40,-0.529763400554657,-0.15159136056900024,-0.05637792870402336,-0.02781641110777855
14,-0.009944,2025-10-15 15:43:40,-0.5481607913970947,-0.15415352582931519,-0.057234928011894226,-0.028329119086265564
14,-0.004087,2025-10-15 15:43:41,-0.49765753746032715,-0.13847507536411285,-0.04817324876785278,-0.02518850937485695
14,-0.005767,2025-10-15 15:43:41,-0.47760123014450073,-0.1322629749774933,-0.0512443371117115,-0.02704503759741783
13,-0.000169,2025-10-15 15:43:41,-0.4191896319389343,-0.12021233141422272,-0.028976429253816605,-0.020060067996382713
13,-0.059357,2025-10-15 15:43:41,-0.4624800682067871,-0.12825503945350647,-0.03790061175823212,-0.026807041838765144
13,-0.001211,2025-10-15 15:43:41,-0.39294523000717163,-0.11398069560527802,-0.03490867465734482,-0.021995050832629204
13,-0.226017,2025-10-15 15:43:42,-0.45655494928359985,-0.12753188610076904,-0.05439276993274689,-0.03074997290968895
14,-0.031981,2025-10-15 15:43:42,-0.4547709822654724,-0.1285741776227951,-0.05187538266181946,-0.03075437620282173
14,-0.000168,2025-10-15 15:43:42,-0.3713999390602112,-0.1101500540971756,-0.03432411327958107,-0.02131395787000656
