Training Log
Start Time: 2025-10-15 14:16:06
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
Current_Step,Max_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 14:16:06,0.0,0.0,0.0,0.0
327,-0.934941,2025-10-15 14:16:09,-0.008349522948265076,-0.0026348454412072897,-0.000905809341929853,-0.000513682549353689
358,-0.000404,2025-10-15 14:16:09,-0.009652781300246716,-0.0026616458781063557,-0.0012222613440826535,-0.0006463932804763317
385,-0.000287,2025-10-15 14:16:09,-0.010695179924368858,-0.0026315003633499146,-0.0015350240282714367,-0.0007658092654310167
387,-0.000003,2025-10-15 14:16:09,-0.010013040155172348,-0.0024633207358419895,-0.0015094076516106725,-0.0007519425125792623
390,-0.000005,2025-10-15 14:16:09,-0.00935590174049139,-0.0023024380207061768,-0.0015136145520955324,-0.0007380259339697659
395,-0.000008,2025-10-15 14:16:09,-0.008876604959368706,-0.0020924885757267475,-0.0013180164387449622,-0.000640329672023654
402,-0.000012,2025-10-15 14:16:09,-0.008326847106218338,-0.0018993131816387177,-0.0011939328396692872,-0.0005623415345326066
407,-0.000009,2025-10-15 14:16:09,-0.007452923804521561,-0.0017299613682553172,-0.0011734761064872146,-0.0005393521278165281
420,-0.000046,2025-10-15 14:16:09,-0.007368261925876141,-0.0016245667356997728,-0.0012084043119102716,-0.0005378418136388063
425,-0.000008,2025-10-15 14:16:09,-0.006874315440654755,-0.001529245637357235,-0.0010916870087385178,-0.000478144153021276
440,-0.000061,2025-10-15 14:16:10,-0.006364133674651384,-0.001391437603160739,-0.0010946554830297828,-0.0004908776027150452
453,-0.000048,2025-10-15 14:16:10,-0.005697349086403847,-0.0012945070629939437,-0.0009902548044919968,-0.0004457315371837467
458,-0.000008,2025-10-15 14:16:10,-0.004706189502030611,-0.001071570091880858,-0.0007118724752217531,-0.0003294863854534924
468,-0.000029,2025-10-15 14:16:10,-0.0035516005009412766,-0.0008781857322901487,-0.0006595556624233723,-0.0002962900325655937
470,-0.000003,2025-10-15 14:16:10,-0.002386803040280938,-0.0006289204466156662,-0.00045436463551595807,-0.00021970656234771013
486,-0.000076,2025-10-15 14:16:10,-0.0013709473423659801,-0.00044842695933766663,-7.91331403888762e-05,-7.830820686649531e-05
333,-0.112908,2025-10-15 14:16:11,-0.0035028757993131876,-0.0013835690915584564,-0.0003994764119852334,-0.00027248047990724444
407,-0.005331,2025-10-15 14:16:12,-0.00604863278567791,-0.0016775305848568678,-0.000869089039042592,-0.0004609444295056164
425,-0.000095,2025-10-15 14:16:12,-0.006148879416286945,-0.001604379853233695,-0.0008795739850029349,-0.00045457002124749124
432,-0.000012,2025-10-15 14:16:12,-0.0056062680669128895,-0.0013867599191144109,-0.0008892378536984324,-0.0004477485781535506
451,-0.000118,2025-10-15 14:16:13,-0.005710164085030556,-0.0013455224689096212,-0.0010397634468972683,-0.0004979913355782628
468,-0.000094,2025-10-15 14:16:13,-0.005753993988037109,-0.0013008692767471075,-0.0008359681814908981,-0.00039036187808960676
482,-0.000054,2025-10-15 14:16:13,-0.005742114968597889,-0.0012863341253250837,-0.0009015873656608164,-0.0004035496385768056
