Training Log
Start Time: 2025-10-12 01:18:04
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 1e-3
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
Current_Step,Max_Reward,Timestamp
0,0.000000,2025-10-12 01:18:04
132,0.781514,2025-10-12 01:18:06
136,0.803552,2025-10-12 01:18:06
140,0.825314,2025-10-12 01:18:06
148,0.868400,2025-10-12 01:18:06
156,0.910712,2025-10-12 01:18:06
132,0.773296,2025-10-12 01:18:07
139,0.811120,2025-10-12 01:18:07
140,0.816483,2025-10-12 01:18:07
143,0.832580,2025-10-12 01:18:07
147,0.853605,2025-10-12 01:18:07
148,0.858864,2025-10-12 01:18:07
152,0.886229,2025-10-12 01:18:07
156,0.907365,2025-10-12 01:18:07
156,0.906770,2025-10-12 01:18:07
148,0.860873,2025-10-12 01:18:07
140,0.811149,2025-10-12 01:18:08
136,0.803046,2025-10-12 01:18:08
141,0.831201,2025-10-12 01:18:08
148,0.870347,2025-10-12 01:18:08
149,0.875939,2025-10-12 01:18:08
155,0.909146,2025-10-12 01:18:08
157,0.920200,2025-10-12 01:18:08
161,0.942137,2025-10-12 01:18:08
165,0.963945,2025-10-12 01:18:08
169,0.985609,2025-10-12 01:18:08
173,1.007133,2025-10-12 01:18:08
181,1.049723,2025-10-12 01:18:08
184,1.065583,2025-10-12 01:18:08
148,0.865751,2025-10-12 01:18:09
155,0.903306,2025-10-12 01:18:09
156,0.908630,2025-10-12 01:18:09
162,0.940232,2025-10-12 01:18:10
164,0.950655,2025-10-12 01:18:10
165,0.960150,2025-10-12 01:18:10
172,0.996999,2025-10-12 01:18:10
152,0.884402,2025-10-12 01:18:10
156,0.905488,2025-10-12 01:18:10
156,0.903944,2025-10-12 01:18:10
151,0.878163,2025-10-12 01:18:10
156,0.904322,2025-10-12 01:18:10
139,0.815170,2025-10-12 01:18:10
140,0.820605,2025-10-12 01:18:10
154,0.895134,2025-10-12 01:18:11
156,0.905543,2025-10-12 01:18:11
148,0.863838,2025-10-12 01:18:11
152,0.885250,2025-10-12 01:18:11
155,0.901068,2025-10-12 01:18:11
156,0.906346,2025-10-12 01:18:11
148,0.867190,2025-10-12 01:18:11
149,0.872703,2025-10-12 01:18:11
151,0.883756,2025-10-12 01:18:11
153,0.894574,2025-10-12 01:18:11
169,0.980700,2025-10-12 01:18:11
172,0.996566,2025-10-12 01:18:11
171,0.991574,2025-10-12 01:18:11
141,0.823856,2025-10-12 01:18:12
155,0.898434,2025-10-12 01:18:12
156,0.903681,2025-10-12 01:18:12
144,0.840521,2025-10-12 01:18:12
156,0.904079,2025-10-12 01:18:12
143,0.835452,2025-10-12 01:18:12
145,0.846035,2025-10-12 01:18:12
148,0.861902,2025-10-12 01:18:12
132,0.766788,2025-10-12 01:18:12
132,0.768369,2025-10-12 01:18:12
156,0.903826,2025-10-12 01:18:12
156,0.905185,2025-10-12 01:18:13
146,0.849842,2025-10-12 01:18:13
148,0.860390,2025-10-12 01:18:13
148,0.864388,2025-10-12 01:18:13
149,0.869730,2025-10-12 01:18:13
155,0.901288,2025-10-12 01:18:13
