Training Log
Start Time: 2025-10-15 15:11:05
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
Current_Step,Max_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 15:11:05,0.0,0.0,0.0,0.0
327,0.365198,2025-10-15 15:11:08,-0.008348304778337479,-0.0026313401758670807,-0.0009058034047484398,-0.0005136465188115835
359,0.499547,2025-10-15 15:11:08,-0.009662909433245659,-0.0026591424830257893,-0.0012348664458841085,-0.0006515407585538924
385,0.797175,2025-10-15 15:11:08,-0.01068362221121788,-0.002615551231428981,-0.0015348982997238636,-0.0007652727654203773
387,0.796848,2025-10-15 15:11:08,-0.010001251474022865,-0.0024476421531289816,-0.0015092757530510426,-0.0007514181197620928
389,0.796522,2025-10-15 15:11:08,-0.009328498505055904,-0.002280076500028372,-0.0014993941877037287,-0.0007323845056816936
392,0.895914,2025-10-15 15:11:08,-0.008822698146104813,-0.0020588061306625605,-0.001281624659895897,-0.0006266759010031819
395,0.895247,2025-10-15 15:11:08,-0.008195430040359497,-0.001955835148692131,-0.0011897303629666567,-0.0005759824416600168
401,0.993697,2025-10-15 15:11:08,-0.007610251661390066,-0.001758108614012599,-0.0010471413843333721,-0.0004913700395263731
407,1.091844,2025-10-15 15:11:08,-0.006747124716639519,-0.0015911554219201207,-0.0010298800189048052,-0.0004701647558249533
424,1.184123,2025-10-15 15:11:09,-0.006840968504548073,-0.0015019199345260859,-0.0010837523732334375,-0.00047634117072448134
438,1.174643,2025-10-15 15:11:09,-0.006170065142214298,-0.001363340183161199,-0.0010779427830129862,-0.000487500277813524
451,1.184836,2025-10-15 15:11:09,-0.005644047632813454,-0.0012608189135789871,-0.0009737585205584764,-0.00044091755989938974
459,1.179615,2025-10-15 15:11:09,-0.004697677679359913,-0.0010608434677124023,-0.0007204602006822824,-0.00033385533606633544
472,1.168599,2025-10-15 15:11:09,-0.003644185606390238,-0.0008774074376560748,-0.0006838279659859836,-0.0003062550094909966
479,1.189057,2025-10-15 15:11:09,-0.0024964911863207817,-0.000666592619381845,-0.0004943564999848604,-0.00023628180497325957
482,1.286634,2025-10-15 15:11:09,-0.001344101270660758,-0.0004280423163436353,-7.179957174230367e-05,-7.482408545911312e-05
343,1.142603,2025-10-15 15:11:11,-0.003958835732191801,-0.0014944788999855518,-0.0004926722031086683,-0.00031595968175679445
406,0.875201,2025-10-15 15:11:11,-0.006236743181943893,-0.0017701286124065518,-0.0009121928596869111,-0.0004681683494709432
420,0.993359,2025-10-15 15:11:11,-0.006121676415205002,-0.001591462641954422,-0.0009886514162644744,-0.00048446463188156486
455,1.275374,2025-10-15 15:11:11,-0.006648142822086811,-0.0015631234273314476,-0.0011632128152996302,-0.0005281441262923181
459,1.272013,2025-10-15 15:11:12,-0.006273902952671051,-0.00147729879245162,-0.0011767619289457798,-0.0005329150008037686
484,1.243254,2025-10-15 15:11:12,-0.006623486056923866,-0.0014838362112641335,-0.001022576354444027,-0.0004413723945617676
427,1.238774,2025-10-15 15:11:12,-0.005318866111338139,-0.001293096225708723,-0.0008371329167857766,-0.00037928257370367646
