Training Log
Start Time: 2025-10-28 20:02:38
Num Actors: 16
Horizon Length: 128
Minibatch Size: 256
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,End_Position_Reward,Action_Smoothness
0,0.000000,2025-10-28 20:02:38,0.0,0.0,0.0,0.0,0.000000,0.000000
15,0.854832,2025-10-28 20:02:55,-28.37612533569336,-8.947065353393555,0.0,0.0,0.004921,-0.002322
15,0.907923,2025-10-28 20:02:55,-27.847843170166016,-8.442673683166504,0.0,0.0,0.005295,-0.002218
15,0.827621,2025-10-28 20:02:55,-26.045879364013672,-7.908224105834961,0.0,0.0,0.005374,-0.002755
15,0.807484,2025-10-28 20:02:55,-25.181079864501953,-7.342234134674072,0.0,0.0,0.005507,-0.002286
15,0.750056,2025-10-28 20:02:55,-23.232980728149414,-6.775594711303711,0.0,0.0,0.005544,-0.002002
15,0.660569,2025-10-28 20:02:55,-21.364994049072266,-6.251950263977051,0.0,0.0,0.005581,-0.002833
15,0.615567,2025-10-28 20:02:56,-19.398733139038086,-5.669323921203613,0.0,0.0,0.000000,-0.002589
15,0.486745,2025-10-28 20:02:56,-17.58173370361328,-5.156237602233887,0.0,0.0,0.000000,-0.002296
15,0.422351,2025-10-28 20:02:56,-15.631706237792969,-4.583338260650635,0.0,0.0,0.000000,-0.001993
15,0.398917,2025-10-28 20:02:56,-14.163084030151367,-3.9647505283355713,0.0,0.0,0.000000,-0.002245
15,0.359515,2025-10-28 20:02:56,-12.115833282470703,-3.386659622192383,0.0,0.0,0.000000,-0.002443
15,0.302275,2025-10-28 20:02:56,-10.144203186035156,-2.8481433391571045,0.0,0.0,0.000001,-0.002701
15,0.342674,2025-10-28 20:02:56,-8.058395385742188,-2.2528276443481445,0.0,0.0,0.000002,-0.002278
15,0.268668,2025-10-28 20:02:56,-6.195256233215332,-1.6631261110305786,0.0,0.0,0.000002,-0.002667
15,0.280276,2025-10-28 20:02:57,-4.060236930847168,-1.0595054626464844,0.0,0.0,0.000005,-0.002583
15,0.161959,2025-10-28 20:02:57,-2.0119869709014893,-0.5305776000022888,0.0,0.0,0.000008,-0.002800
16,6.501783,2025-10-28 20:03:17,-40.141021728515625,-6.566522121429443,0.0,0.0,0.005054,-0.002687
16,6.162970,2025-10-28 20:03:17,-37.52214050292969,-6.205000400543213,0.0,0.0,0.004902,-0.002762
16,5.674890,2025-10-28 20:03:17,-35.68180465698242,-5.811674118041992,0.0,0.0,0.003801,-0.002739
16,5.435736,2025-10-28 20:03:17,-33.770599365234375,-5.292308807373047,0.0,0.0,0.001405,-0.002077
16,5.061993,2025-10-28 20:03:18,-31.257307052612305,-4.803337097167969,0.0,0.0,0.000000,-0.003053
