Training Log
Start Time: 2025-10-15 15:59:33
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 15:59:33,0.0,0.0,0.0,0.0
13,-290.839813,2025-10-15 15:59:37,-0.6848640441894531,-0.15160530805587769,-0.10867755860090256,-0.04814089834690094
14,-128.582474,2025-10-15 15:59:40,-0.5664475560188293,-0.1256360560655594,-0.09769777208566666,-0.04365445673465729
13,-225.202637,2025-10-15 15:59:43,-0.7707434892654419,-0.18985718488693237,-0.14169366657733917,-0.06617890298366547
14,-191.289383,2025-10-15 15:59:46,-0.6776818037033081,-0.19439050555229187,-0.06852321326732635,-0.033878348767757416
13,-207.664581,2025-10-15 15:59:49,-0.478358656167984,-0.16073939204216003,-0.03793209046125412,-0.024171344935894012
14,-194.086899,2025-10-15 15:59:53,-0.42893800139427185,-0.14298634231090546,-0.05691664665937424,-0.030298685654997826
14,-44.410976,2025-10-15 15:59:55,-0.4365242123603821,-0.12034283578395844,-0.06259959191083908,-0.02761480212211609
14,-319.587646,2025-10-15 15:59:59,-0.4741303622722626,-0.13785064220428467,-0.08022467792034149,-0.03591546416282654
13,-269.777863,2025-10-15 16:00:02,-0.4520203173160553,-0.1509915292263031,-0.05111384764313698,-0.024196691811084747
14,-226.845535,2025-10-15 16:00:06,-0.41597461700439453,-0.1433810293674469,-0.02748492732644081,-0.017819024622440338
14,-277.299316,2025-10-15 16:00:09,-0.49382728338241577,-0.16333945095539093,-0.051239944994449615,-0.02391214668750763
13,-209.161346,2025-10-15 16:00:13,-0.46760648488998413,-0.16844305396080017,-0.03476254642009735,-0.02292754501104355
14,-165.194046,2025-10-15 16:00:16,-0.28680866956710815,-0.11212003231048584,-0.03802953660488129,-0.022805670276284218
14,-164.894745,2025-10-15 16:00:19,-0.26457735896110535,-0.07995977997779846,-0.054530560970306396,-0.02293749339878559
13,-264.926880,2025-10-15 16:00:23,-0.45655494928359985,-0.12753188610076904,-0.05439276993274689,-0.03074997290968895
