Training Log
Start Time: 2025-12-29 22:03:40
Num Actors: 4096
Horizon Length: 128
Minibatch Size: 1024
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 100000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,drone_payload,drone_drone,Action_Smoothness,Trajectory_Progress_Reward
0,0.000000,2025-12-29 22:03:40,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000000,0.000000
100,12.820324,2025-12-29 22:03:41,0.3451857566833496,0.004020134452730417,0.6000000238418579,0.20000000298023224,-0.000001,-0.001071,-0.156626,-0.000000
100,37.925533,2025-12-29 22:03:41,0.2690894901752472,0.00357175269164145,0.6000000238418579,0.19999852776527405,-0.000001,-0.001073,-0.214387,-0.000000
100,41.030106,2025-12-29 22:03:41,0.26908963918685913,0.003571793669834733,0.6000000238418579,0.19999811053276062,-0.000001,-0.001074,-0.182379,-0.000000
100,59.971741,2025-12-29 22:03:41,0.20892025530338287,0.0032082621473819017,0.6000000238418579,0.19999447464942932,-0.000001,-0.001082,-0.215727,-0.000000
100,79.311241,2025-12-29 22:03:41,0.16163048148155212,0.002913064556196332,0.6000000238418579,0.19998739659786224,-0.000002,-0.001092,-0.177330,-0.000000
100,96.286392,2025-12-29 22:03:41,0.12466493248939514,0.0026736028958112,0.6000000238418579,0.1999741643667221,-0.000002,-0.001103,-0.265239,-0.000000
100,96.234711,2025-12-29 22:03:41,0.12466498464345932,0.002673648763448,0.6000000238418579,0.19997207820415497,-0.000002,-0.001105,-0.237355,-0.000000
100,110.737907,2025-12-29 22:03:41,0.09590987861156464,0.002480235882103443,0.6000000238418579,0.19995547831058502,-0.000002,-0.001124,-0.154501,-0.000000
100,109.032730,2025-12-29 22:03:41,0.09590999782085419,0.002480342285707593,0.6000000238418579,0.1999528855085373,-0.000002,-0.001127,-0.239904,-0.000000
100,122.227753,2025-12-29 22:03:41,0.07363779842853546,0.0023255518171936274,0.6000000238418579,0.1999335139989853,-0.000002,-0.001145,-0.211807,-0.000000
100,119.486649,2025-12-29 22:03:41,0.0736379623413086,0.002325743669643998,0.6000000238418579,0.1999306082725525,-0.000002,-0.001148,-0.161733,-0.000000
100,131.456726,2025-12-29 22:03:42,0.056451648473739624,0.0022038468159735203,0.6000000238418579,0.19990922510623932,-0.000002,-0.001168,-0.236836,-0.000000
100,138.266342,2025-12-29 22:03:42,0.04323249310255051,0.0021106256172060966,0.6000000238418579,0.19988015294075012,-0.000002,-0.001185,-0.203184,-0.000000
