Training Log
Start Time: 2025-10-15 15:23:46
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
Current_Step,Max_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 15:23:46,0.0,0.0,0.0,0.0
327,-80.492874,2025-10-15 15:23:50,-0.8346654772758484,-0.26298871636390686,-0.09063918888568878,-0.051563166081905365
358,3.959235,2025-10-15 15:23:50,-0.9642164707183838,-0.2650182545185089,-0.12244793027639389,-0.0651930645108223
382,6.763248,2025-10-15 15:23:50,-1.0262293815612793,-0.2589219808578491,-0.14958456158638,-0.07576478272676468
385,7.713799,2025-10-15 15:23:50,-1.002697467803955,-0.24946627020835876,-0.14236965775489807,-0.07152922451496124
387,7.680696,2025-10-15 15:23:50,-0.9345306158065796,-0.23270311951637268,-0.1396074742078781,-0.07007698714733124
389,7.647480,2025-10-15 15:23:50,-0.8672244548797607,-0.21588793396949768,-0.13832536339759827,-0.06798689812421799
395,8.518198,2025-10-15 15:23:50,-0.8183501958847046,-0.19552668929100037,-0.11946578323841095,-0.05847235023975372
402,9.331069,2025-10-15 15:23:50,-0.7609870433807373,-0.17642240226268768,-0.10615570098161697,-0.05031377822160721
407,10.172789,2025-10-15 15:23:50,-0.673589289188385,-0.15957286953926086,-0.10338300466537476,-0.047707270830869675
425,10.328575,2025-10-15 15:23:50,-0.6839631795883179,-0.15168806910514832,-0.10964959859848022,-0.048422008752822876
437,9.501553,2025-10-15 15:23:50,-0.6143838763237,-0.13719388842582703,-0.1074417382478714,-0.049018725752830505
451,10.414721,2025-10-15 15:23:51,-0.5638052225112915,-0.12857994437217712,-0.09813085943460464,-0.04470274597406387
460,9.801178,2025-10-15 15:23:51,-0.46986955404281616,-0.1087273433804512,-0.07327376306056976,-0.03416038304567337
471,10.753377,2025-10-15 15:23:51,-0.3576112687587738,-0.0921132043004036,-0.06824992597103119,-0.030752763152122498
472,10.702034,2025-10-15 15:23:51,-0.24494394659996033,-0.06586897373199463,-0.04733455553650856,-0.023180948570370674
479,10.888308,2025-10-15 15:23:51,-0.13148918747901917,-0.044299062341451645,-0.0072723026387393475,-0.007529341150075197
347,-4.486785,2025-10-15 15:23:52,-0.4393027126789093,-0.1612459421157837,-0.04676615074276924,-0.029744993895292282
411,8.622200,2025-10-15 15:23:53,-0.683047890663147,-0.1864939033985138,-0.08802486211061478,-0.04593111574649811
413,8.578057,2025-10-15 15:23:53,-0.6314839124679565,-0.1744103580713272,-0.07592124491930008,-0.040700700134038925
453,9.821978,2025-10-15 15:23:53,-0.7066885232925415,-0.1609477698802948,-0.1063987985253334,-0.050925031304359436
455,9.672553,2025-10-15 15:23:53,-0.6557270884513855,-0.15166592597961426,-0.10669756680727005,-0.05065390467643738
479,8.581899,2025-10-15 15:23:54,-0.6855605840682983,-0.14868074655532837,-0.09287405014038086,-0.0424661785364151
491,10.115289,2025-10-15 15:23:54,-0.6785882115364075,-0.1468280404806137,-0.0979539006948471,-0.04268844425678253
441,10.091761,2025-10-15 15:23:54,-0.5994915962219238,-0.13307425379753113,-0.08845913410186768,-0.03986625000834465
464,10.516647,2025-10-15 15:23:54,-0.587608814239502,-0.13048037886619568,-0.0904090628027916,-0.03853683918714523
468,10.166696,2025-10-15 15:23:54,-0.5402402877807617,-0.12042716890573502,-0.07520759105682373,-0.033922165632247925
485,10.619042,2025-10-15 15:23:54,-0.5054532289505005,-0.1141200140118599,-0.08117495477199554,-0.03517303615808487
511,10.598794,2025-10-15 15:23:54,-0.4115714430809021,-0.10089221596717834,-0.0702003687620163,-0.030150869861245155
546,10.426187,2025-10-15 15:23:55,-0.40616339445114136,-0.11723050475120544,-0.07780798524618149,-0.033149391412734985
580,10.767415,2025-10-15 15:23:55,-0.4016422629356384,-0.12841251492500305,-0.09324172139167786,-0.035345397889614105
532,11.475656,2025-10-15 15:23:55,-0.2624792754650116,-0.0997559055685997,-0.05617149546742439,-0.02095501311123371
438,5.402516,2025-10-15 15:23:56,-0.6749821901321411,-0.22050490975379944,-0.061644598841667175,-0.03547971695661545
443,4.500795,2025-10-15 15:23:56,-0.619131863117218,-0.19943714141845703,-0.06383184343576431,-0.03505381941795349
417,5.895902,2025-10-15 15:23:57,-0.6694486141204834,-0.2016647756099701,-0.08028273284435272,-0.04088464379310608
445,8.586486,2025-10-15 15:23:57,-0.7092956304550171,-0.19440941512584686,-0.09943816065788269,-0.04487069696187973
465,10.893120,2025-10-15 15:23:57,-0.6822236180305481,-0.18694591522216797,-0.10513026267290115,-0.04477781057357788
496,10.013585,2025-10-15 15:23:57,-0.6744702458381653,-0.17361369729042053,-0.09496751427650452,-0.039673224091529846
498,9.923712,2025-10-15 15:23:57,-0.6323745250701904,-0.16648629307746887,-0.08737228810787201,-0.037388984113931656
508,10.398232,2025-10-15 15:23:57,-0.6151889562606812,-0.15001796185970306,-0.08956774324178696,-0.037630826234817505
518,9.697547,2025-10-15 15:23:57,-0.545283317565918,-0.1327597200870514,-0.05770260840654373,-0.023880332708358765
533,10.645220,2025-10-15 15:23:57,-0.5289456844329834,-0.13309955596923828,-0.04699195921421051,-0.018844885751605034
544,9.948993,2025-10-15 15:23:58,-0.48777341842651367,-0.11470384895801544,-0.0497945174574852,-0.020112384110689163
548,9.967284,2025-10-15 15:23:58,-0.4396357834339142,-0.10865018516778946,-0.04646478593349457,-0.01911356672644615
554,10.679140,2025-10-15 15:23:58,-0.3648682236671448,-0.09868618100881577,-0.03210432082414627,-0.01360734086483717
587,10.800604,2025-10-15 15:23:58,-0.30585920810699463,-0.09582461416721344,-0.0376167967915535,-0.016366351395845413
436,9.741825,2025-10-15 15:23:59,-0.29063254594802856,-0.11635051667690277,-0.02978198602795601,-0.018878720700740814
369,9.150491,2025-10-15 15:23:59,-0.42722856998443604,-0.16697144508361816,-0.04104834794998169,-0.025325875729322433
411,7.343335,2025-10-15 15:24:00,-0.6022226810455322,-0.2027321755886078,-0.05845408886671066,-0.03176044672727585
413,7.069628,2025-10-15 15:24:00,-0.5301609039306641,-0.17597627639770508,-0.05425515025854111,-0.02953449636697769
481,10.435896,2025-10-15 15:24:01,-0.719749391078949,-0.1897335946559906,-0.08651529252529144,-0.04293762519955635
492,10.007049,2025-10-15 15:24:01,-0.6760756969451904,-0.17658331990242004,-0.08296020328998566,-0.04300563409924507
523,9.236235,2025-10-15 15:24:01,-0.7695941925048828,-0.18608134984970093,-0.10678963363170624,-0.05147188529372215
527,8.844709,2025-10-15 15:24:01,-0.7269707918167114,-0.1753252148628235,-0.10724025219678879,-0.05094460770487785
535,7.945927,2025-10-15 15:24:01,-0.6903210878372192,-0.1615993082523346,-0.07943841814994812,-0.039374224841594696
564,9.807175,2025-10-15 15:24:01,-0.7068563103675842,-0.15494781732559204,-0.09560602903366089,-0.043373629450798035
582,10.661250,2025-10-15 15:24:01,-0.7128603458404541,-0.15891824662685394,-0.10496941208839417,-0.04449380189180374
591,10.114882,2025-10-15 15:24:01,-0.6545854210853577,-0.15141281485557556,-0.10264000296592712,-0.0408497080206871
634,10.021920,2025-10-15 15:24:02,-0.6707453727722168,-0.1702578067779541,-0.12602448463439941,-0.04594084247946739
648,9.929914,2025-10-15 15:24:02,-0.5975407361984253,-0.17425981163978577,-0.121882863342762,-0.04322351515293121
486,10.212224,2025-10-15 15:24:02,-0.4894223213195801,-0.15050792694091797,-0.047231338918209076,-0.021820837631821632
478,11.032386,2025-10-15 15:24:02,-0.4458272457122803,-0.1522856205701828,-0.051948182284832,-0.02433895133435726
439,10.555730,2025-10-15 15:24:03,-0.45728927850723267,-0.16668349504470825,-0.042520612478256226,-0.021213196218013763
368,10.257195,2025-10-15 15:24:03,-0.35541245341300964,-0.15357616543769836,-0.021993063390254974,-0.012505067512392998
364,10.707496,2025-10-15 15:24:03,-0.43219828605651855,-0.1689586043357849,-0.022296451032161713,-0.012431000359356403
423,9.550749,2025-10-15 15:24:03,-0.5659488439559937,-0.19267557561397552,-0.03568404167890549,-0.015582209452986717
445,10.029825,2025-10-15 15:24:04,-0.5727074146270752,-0.18672721087932587,-0.04195988178253174,-0.017625441774725914
412,8.478633,2025-10-15 15:24:04,-0.671627402305603,-0.20498405396938324,-0.03629423677921295,-0.018925031647086143
422,10.719708,2025-10-15 15:24:05,-0.7666455507278442,-0.21580325067043304,-0.04174429923295975,-0.024233628064393997
439,9.643336,2025-10-15 15:24:05,-0.754730224609375,-0.2054886519908905,-0.04345881938934326,-0.024477053433656693
446,9.053891,2025-10-15 15:24:05,-0.6841748356819153,-0.18148061633110046,-0.034335676580667496,-0.019682537764310837
450,8.671447,2025-10-15 15:24:05,-0.49921634793281555,-0.14333374798297882,-0.021383028477430344,-0.01392088271677494
552,10.095265,2025-10-15 15:24:05,-0.774774968624115,-0.19933368265628815,-0.053219325840473175,-0.025229087099432945
562,9.337076,2025-10-15 15:24:05,-0.6939152479171753,-0.1853853464126587,-0.05616536736488342,-0.026030708104372025
569,8.697181,2025-10-15 15:24:06,-0.6246745586395264,-0.16043999791145325,-0.048948463052511215,-0.022410396486520767
591,5.915517,2025-10-15 15:24:06,-0.6351379156112671,-0.16290229558944702,-0.04585734009742737,-0.021566137671470642
602,6.837246,2025-10-15 15:24:06,-0.532508134841919,-0.1459505409002304,-0.04741422086954117,-0.022103825584053993
483,8.495902,2025-10-15 15:24:06,-0.44902727007865906,-0.13822419941425323,-0.039724528789520264,-0.01939891092479229
533,10.999842,2025-10-15 15:24:07,-0.5180705189704895,-0.15253448486328125,-0.03823826462030411,-0.018007956445217133
558,10.848790,2025-10-15 15:24:07,-0.4948638081550598,-0.15272359549999237,-0.0370558500289917,-0.017593804746866226
611,9.114033,2025-10-15 15:24:07,-0.5818877220153809,-0.1673113852739334,-0.05046660825610161,-0.021037666127085686
635,9.728849,2025-10-15 15:24:07,-0.5915571451187134,-0.1603449583053589,-0.05808965116739273,-0.023278508335351944
679,9.751369,2025-10-15 15:24:08,-0.7055329084396362,-0.1934039294719696,-0.07123122364282608,-0.03171301633119583
442,9.441321,2025-10-15 15:24:08,-0.6220086812973022,-0.17480550706386566,-0.05603574588894844,-0.028470046818256378
427,10.351970,2025-10-15 15:24:08,-0.6002908945083618,-0.1703575849533081,-0.057315677404403687,-0.028068039566278458
431,10.104943,2025-10-15 15:24:08,-0.5014238357543945,-0.14762362837791443,-0.05468013882637024,-0.02526789903640747
445,10.457642,2025-10-15 15:24:08,-0.5312981605529785,-0.15127365291118622,-0.06012200564146042,-0.026907600462436676
442,8.842989,2025-10-15 15:24:08,-0.4545789062976837,-0.13723579049110413,-0.06551694869995117,-0.029478855431079865
452,9.983049,2025-10-15 15:24:08,-0.3527989983558655,-0.11384068429470062,-0.04622586444020271,-0.02167944423854351
458,10.260412,2025-10-15 15:24:09,-0.6613938808441162,-0.16911965608596802,-0.08220554888248444,-0.039080481976270676
513,6.808610,2025-10-15 15:24:10,-0.7942371964454651,-0.1873728632926941,-0.09123861789703369,-0.041523806750774384
515,7.781444,2025-10-15 15:24:10,-0.7125489115715027,-0.17158380150794983,-0.08675793558359146,-0.03820481151342392
529,8.556665,2025-10-15 15:24:10,-0.6611738204956055,-0.16672080755233765,-0.08529473841190338,-0.03542591631412506
530,9.532057,2025-10-15 15:24:10,-0.5358903408050537,-0.15016485750675201,-0.07104918360710144,-0.028534768149256706
533,11.362644,2025-10-15 15:24:10,-0.5370264649391174,-0.14561685919761658,-0.046526696532964706,-0.02014574036002159
535,11.244350,2025-10-15 15:24:10,-0.49363139271736145,-0.1373768150806427,-0.03409697860479355,-0.0145798921585083
581,10.407802,2025-10-15 15:24:11,-0.5887960195541382,-0.15738236904144287,-0.03432236611843109,-0.017696641385555267
432,10.264082,2025-10-15 15:24:11,-0.5773814916610718,-0.16619116067886353,-0.03867395222187042,-0.02129778265953064
417,10.780203,2025-10-15 15:24:11,-0.5660582780838013,-0.1617116928100586,-0.04005352407693863,-0.023881837725639343
