Training Log
Start Time: 2025-10-15 19:54:36
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 3e-4
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 19:54:36,0.0,0.0,0.0,0.0
16,-332.800354,2025-10-15 19:54:39,-0.5893524289131165,-0.12697653472423553,-0.08259664475917816,-0.04209732264280319
18,-217.861938,2025-10-15 19:54:42,-0.4526106119155884,-0.10418760776519775,-0.057735417038202286,-0.03174016624689102
18,-248.951324,2025-10-15 19:54:45,-0.27438145875930786,-0.0747603178024292,-0.04167238250374794,-0.023972082883119583
22,-316.504272,2025-10-15 19:54:48,-0.33103877305984497,-0.09969085454940796,-0.03489317372441292,-0.021127087995409966
17,-275.707153,2025-10-15 19:54:50,-0.3627302944660187,-0.11345352232456207,-0.03872237354516983,-0.028023814782500267
17,-259.954285,2025-10-15 19:54:53,-0.4828958213329315,-0.1320645660161972,-0.04976312816143036,-0.03364253044128418
18,-195.291702,2025-10-15 19:54:55,-0.22266998887062073,-0.08048968017101288,-0.03731732815504074,-0.0294613279402256
17,-207.263947,2025-10-15 19:54:58,-0.4249856472015381,-0.11327390372753143,-0.061637114733457565,-0.03842395171523094
20,-173.062103,2025-10-15 19:55:00,-0.2567083239555359,-0.08510053902864456,-0.029600294306874275,-0.02490612305700779
22,-286.091980,2025-10-15 19:55:03,-0.25848647952079773,-0.07876543700695038,-0.028481338173151016,-0.023427076637744904
22,-152.318634,2025-10-15 19:55:05,-0.19767503440380096,-0.0754656046628952,-0.05078509822487831,-0.038431983441114426
24,-148.390228,2025-10-15 19:55:07,-0.17717695236206055,-0.07170415669679642,-0.039419855922460556,-0.03481590375304222
23,-178.497879,2025-10-15 19:55:09,-0.18697914481163025,-0.07356272637844086,-0.047001976519823074,-0.0393344908952713
20,-229.994751,2025-10-15 19:55:12,-0.16559089720249176,-0.06116683781147003,-0.04659920558333397,-0.03571026772260666
